@@255104	##	fo
Any	any	dd
Russian	russian	nn1@
who	who	pnqs
cared	care	vvd
to	to	to
design	design	vvi
an	an	at1
outfit	outfit	nn1
of	of	io
clothes	clothes	nn2
was	be	vbdz
invited	invite	vvn
last	last	md
week	week	nnt1
by	by	ii
the	the	at
State	state	nn1
Clothing	clothing	nn1
Trust	trust	nn1_vv0
to	to	to
send	send	vvi
the	the	at
design	design	nn1
or	or	cc
a	a	at1
sample	sample	nn1
garment	garment	nn1
to	to	ii
Moscow	moscow	np1
.	.	y
<P>	<p>	null	
Entries	entry	nn2
will	will	vm
be	be	vbi
judged	judge	vvn
"	"	"
from	from	ii
the	the	at
point	point	nn1
of	of	io
view	view	nn1
of	of	io
sanitary	sanitary	jj
or	or	cc
health	health	nn1
features	feature	nn2
and	and	cc
the	the	at
suitability	suitability	nn1
of	of	io
the	the	at
garment	garment	nn1
for	for	if
wear	wear	nn1@_vv0
when	when	cs
doing	do	vdg
a	a	at1
given	give	jj@
kind	kind	nn1
of	of	io
work	work	nn1
.	.	y
"	"	"
<P>	<p>	null	
Tactful	tactful	jj
,	,	y
the	the	at
State	state	nn1
Clothing	clothing	nn1
Trust	trust	nn1_vv0
spokesman	spokesman	nn1
did	do	vdd
not	not	xx
suggest	suggest	vvi
that	that	dd1_cst
modish	modish	jj
men	man	nn2
and	and	cc
women	woman	nn2
are	be	vbr
wasting	waste	vvg
money	money	nn1
in	in	ii
their	their	appge
striving	strive	nn1@_vvg_jj@
for	for	if
style	style	nn1
and	and	cc
chic	chic	jj_nn1@
.	.	y
He	he	pphs1
merely	merely	rr
said	say	vvd
:	:	y
"	"	"
The	the	at
United	united	np1
States	state	np1
leads	lead	vvz
the	the	at
world	world	nn1
in	in	ii
the	the	at
mass	mass	jj_nn1
production	production	nn1
of	of	io
clothes	clothes	nn2
,	,	y
but	but	ccb
there	there	rl
they	they	pphs2
are	be	vbr
designed	design	vvn
without	without	iw
thoughts	thought	nn2
of	of	io
practical	practical	jj
utility	utility	nn1
and	and	cc
millions	millions	m
of	of	io
dollars	dollar	nnu2
are	be	vbr
spent	spend	vvn
annually	annually	rr
in	in	ii
producing	produce	vvg
new	new	jj
styles	style	nn2
.	.	y
"	"	"
<P>	<p>	null	
"	"	"
There	there	ex
is	be	vbz
in	in	ii
Russia	russia	np1
,	,	y
"	"	"
said	say	vvd
the	the	at
Soviet	soviet	jj
spokesman	spokesman	nn1
,	,	y
"	"	"
a	a	at1
somewhat	somewhat	rr
greater	great	jjr
supply	supply	nn1
of	of	io
clothing	clothing	nn1
than	than	csn
there	there	ex
was	be	vbdz
a	a	at1
year	year	nnt1
ago	ago	ra
.	.	y
"	"	"
