@@141334	##	fo
Clad	clad	vvn
in	in	ii
scarlet	scarlet	jj_nn1@
,	,	y
white	white	jj
and	and	cc
gold	gold	nn1_jj@
vestments	vestment	nn2
,	,	y
his	his	appge
tall	tall	jj
mitre	mitre	nn1
on	on	ii
his	his	appge
head	head	nn1
and	and	cc
his	his	appge
tall	tall	jj
golden	golden	jj
crosier	crosier	nn1
in	in	ii
hand	hand	nn1
,	,	y
Archbishop	archbishop	nn1
Joseph	joseph	np1
Francis	francis	np1
Rummel	rummel	np1_nn1@	
of	of	io
New	new	np1
Orleans	orleans	np1
stood	stand	vvd
one	one	mc1
day	day	nnt1
last	last	md
week	week	nnt1
on	on	ii
the	the	at
wharf	wharf	nn1
of	of	io
small	small	jj
Chauvin	chauvin	nn1@_np1	
in	in	ii
the	the	at
parish	parish	nn1
of	of	io
Terrebonne	terrebonne	np1_nn1@
.	.	y
Behind	behind	ii
him	him	ppho1
stood	stand	vvd
1,000	1,000	mc
bayou	bayou	nn1
Catholics	catholic	nn2
with	with	iw
500	500	mc
of	of	io
their	their	appge
children	child	nn2
all	all	db_rr@
in	in	ii
white	white	jj_nn1@
,	,	y
ready	ready	jj
for	for	if
their	their	appge
First	first	md
Communion	communion	nn1
and	and	cc
Confirmation	confirmation	nn1
.	.	y
On	on	ii
the	the	at
waters	water	nn2
before	before	ii_cs
the	the	at
Archbishop	archbishop	nn1
bobbed	bob	vvd_vvn
the	the	at
shrimp	shrimp	nn1
fishing	fishing	nn1
fleet	fleet	nn1
of	of	io
Bayou	bayou	np1_nn1
Little	little	np1@_jj_da1
Caillou	caillou	np1_nn1
.	.	y
Raising	raise	vvg
his	his	appge
staff	staff	nn
with	with	iw
a	a	at1
gloved	gloved	jj
hand	hand	nn1
,	,	y
Archbishop	archbishop	nn1
Rummel	rummel	np1_nn1@	
intoned	intone	vvd
Latin	latin	nn1_jj
,	,	y
French	french	nn1_jj_np1@
,	,	y
English	english	nn1_jj
.	.	y
<P>	<p>	null	
Few	few	da2
days	day	nnt2
later	later	rrr
the	the	at
shrimp	shrimp	nn1
fleet	fleet	nn1
sailed	sail	vvd_vvn
forth	forth	rr
on	on	ii
its	its	appge
annual	annual	jj
run	run	nn1
into	into	ii
the	the	at
Gulf	gulf	nn1
of	of	io
Mexico	mexico	np1
,	,	y
its	its	appge
pious	pious	jj
shrimpers	shrimper	nn2
proud	proud	jj
that	that	cst_dd1
for	for	if_cs%
the	the	at
first	first	md
time	time	nnt1
in	in	ii
its	its	appge
history	history	nn1
the	the	at
blessings	blessing	nn2
of	of	io
the	the	at
Church	church	nn1
had	have	vhd
been	be	vbn
bestowed	bestow	vvn
upon	upon	ii
it	it	pph1
by	by	ii
a	a	at1
high	high	jj
prelate	prelate	nn1
in	in	ii_rr21
full	full	jj_rr22
panoply	panoply	nn1
instead	instead	ii21
of	of	ii22
a	a	at1
plain	plain	jj_nn1
parish	parish	nn1
priest	priest	nn1
.	.	y
