@@152961	##	fo
"	"	"
Universally	universally	rr
my	my	appge
father	father	nn1
's	's	ge
great	great	jj
qualities	quality	nn2
have	have	vh0
been	be	vbn
appreciated	appreciate	vvn
and	and	cc
valued	value	vvn
,	,	y
"	"	"
cried	cry	vvd
Edward	edward	np1
VIII	viii	mc
this	this	dd1
week	week	nnt1
in	in	ii
His	his	appge
Majesty	majesty	nn1
's	's	ge
first	first	md
broadcast	broadcast	nn1_vvn
as	as	csa_ii@
King	king	nn1_np1@
.	.	y
"	"	"
It	it	pph1
now	now	rt
falls	fall	vvz
upon	upon	ii
me	me	ppio1
to	to	to
succeed	succeed	vvi
him	him	ppho1
and	and	cc
to	to	to
carry	carry	vvi
on	on	rp
his	his	appge
work	work	nn1
.	.	y
I	i	ppis1
am	be	vbm
better	better	jjr
known	know	vvn_jj@
to	to	ii
most	most	dat
of	of	io
you	you	ppy
as	as	ii_csa
the	the	at
Prince	prince	nn1
of	of	io
Wales	wales	np1
,	,	y
as	as	csa_ii
a	a	at1
man	man	nn1
who	who	pnqs
,	,	y
during	during	ii
the	the	at
War	war	nn1
and	and	cc
since	since	rr@_cs
,	,	y
has	have	vhz
had	have	vhn
the	the	at
opportunity	opportunity	nn1
of	of	io
getting	get	vvg
to	to	to
know	know	vvi
the	the	at
people	people	nn
of	of	io
nearly	nearly	rr
every	every	at1
country	country	nn1
of	of	io
the	the	at
world	world	nn1
under	under	ii
all	all	db
conditions	condition	nn2
and	and	cc
circumstances	circumstance	nn2
,	,	y
and	and	cc
although	although	cs
I	i	ppis1
now	now	rt
speak	speak	vv0
to	to	ii
you	you	ppy
as	as	ii_csa
the	the	at
King	king	nn1
,	,	y
I	i	ppis1
am	be	vbm
still	still	rr
that	that	dd1_cst
same	same	da
man	man	nn1
who	who	pnqs
has	have	vhz
that	that	dd1
experience	experience	nn1
and	and	cc
whose	whose	ddqge
constant	constant	jj
effort	effort	nn1
it	it	pph1
will	will	vm
be	be	vbi
to	to	to
continue	continue	vvi
to	to	to
promote	promote	vvi
the	the	at
well-being	well-being	nn1
of	of	io
his	his	appge
fellowmen	fellowmen	nn2
.	.	y
May	may	npm1_vm
the	the	at
future	future	nn1
bring	bring	vvi
peace	peace	nn1
and	and	cc
understanding	understand	vvg_nn1
throughout	throughout	ii
the	the	at
world	world	nn1
,	,	y
prosperity	prosperity	nn1
and	and	cc
happiness	happiness	nn1
to	to	ii
business	business	nn1
people	people	nn
,	,	y
and	and	cc
may	may	vm
we	we	ppis2
be	be	vbi
worthy	worthy	jj
of	of	io
the	the	at
heritage	heritage	nn1
which	which	ddq
is	be	vbz
ours	ours	ppge
.	.	y
"	"	"
