@@222109	##	fo
Lacy	lacy	np1
McNair	mcnair	np1
,	,	y
the	the	at
bridge	bridge	nn1
tender	tender	nn1@_jj
,	,	y
was	be	vbdz
the	the	at
only	only	jj
one	one	pn1
who	who	pnqs
saw	see	vvd
it	it	pph1
happen	happen	vvi
,	,	y
and	and	cc
there	there	ex
was	be	vbdz
nothing	nothing	pn1
he	he	pphs1
could	could	vm
do	do	vdi
.	.	y
To	to	to
let	let	vvi
a	a	at1
tug	tug	nn1
through	through	ii
one	one	mc1
morning	morning	nnt1
last	last	md
week	week	nnt1
he	he	pphs1
had	have	vhd
just	just	rr
opened	open	vvn
the	the	at
drawbridge	drawbridge	nn1
over	over	ii
the	the	at
muddy	muddy	jj
Appomattox	appomattox	np1
River	river	nnl1
a	a	at1
mile	mile	nnu1
from	from	ii
Hopewell	hopewell	np1
,	,	y
Va	va	fw
.	.	y
when	when	cs_rrq
he	he	pphs1
heard	hear	vvd
a	a	at1
tearing	tear	jj%
crash	crash	nn1
.	.	y
Twisting	twist	jj_vvg
,	,	y
he	he	pphs1
saw	see	vvd
a	a	at1
big	big	jj
Greyhound	greyhound	nn1
bus	bus	nn1_vv0@
southbound	southbound	jj
from	from	ii
Richmond	richmond	np1
skid	skid	nn1_vv0
through	through	ii
the	the	at
safety	safety	nn1
gate	gate	nn1
,	,	y
plunge	plunge	vv0_nn1
with	with	iw
its	its	appge
screaming	scream	jj@_nn1@
passengers	passenger	nn2
off	off	ii
the	the	at
open	open	jj
bridge	bridge	nn1
.	.	y
Nothing	nothing	pn1
came	come	vvd
up	up	rp
from	from	ii
the	the	at
24-foot	24-foot	jj_nn1
depth	depth	nn1
but	but	ccb
some	some	dd
oil	oil	nn1
,	,	y
bubbling	bubble	vvg_jj
and	and	cc
streaking	streak	vvg
the	the	at
surface	surface	nn1
of	of	io
the	the	at
yellow	yellow	jj
river	river	nn1
.	.	y
<P>	<p>	null	
During	during	ii
the	the	at
day	day	nnt1
the	the	at
gashed	gash	jj%
body	body	nn1
of	of	io
a	a	at1
river	river	nn1
captain	captain	nn1
floated	float	vvd_vvn
up	up	rp
,	,	y
and	and	cc
a	a	at1
diver	diver	nn1
brought	bring	vvd_vvn
up	up	rp
the	the	at
corpse	corpse	nn1
of	of	io
a	a	at1
woman	woman	nn1
.	.	y
Other	other	jj
dead	dead	jj
,	,	y
found	find	vvn_vvd
when	when	cs_rrq
the	the	at
bus	bus	nn1
had	have	vhd
been	be	vbn
raised	raise	vvn
by	by	ii
cranes	crane	nn2
that	that	dd1
night	night	nnt1
:	:	y
two	two	mc
men	man	nn2
,	,	y
ten	ten	mc
women	woman	nn2
.	.	y
