@@166029	##	fo
Unnoticed	unnoticed	jj
amid	amid	ii
frenzied	frenzied	jj@
Europe	europe	np1
,	,	y
the	the	at
League	league	nn1
Council	council	nn1
this	this	dd1
week	week	nnt1
finally	finally	rr
agreed	agree	vvn_vvd
to	to	to
take	take	vvi
the	the	at
first	first	md
of	of	io
many	many	da2
technical	technical	jj
steps	step	nn2
which	which	ddq
would	would	vm
be	be	vbi
necessary	necessary	jj
to	to	to
invoke	invoke	vvi
"	"	"
Sanctions	sanction	nn2
"	"	"
against	against	ii
Japan	japan	np1
,	,	y
no	no	rr21
longer	long	rr22
a	a	at1
League	league	nn1
member	member	nn1
.	.	y
The	the	at
step	step	nn1
:	:	y
inviting	invite	vvg_jj
Japan	japan	np1
to	to	to
take	take	vvi
a	a	at1
seat	seat	nn1
at	at	ii
the	the	at
Council	council	nn1
table	table	nn1
.	.	y
Geneva	geneva	np1
experts	expert	nn2
said	say	vvd
that	that	cst_dd1
,	,	y
if	if	cs
Japan	japan	np1
sends	send	vvz
a	a	at1
refusal	refusal	nn1
,	,	y
more	more	rgr
drastic	drastic	jj
steps	step	nn2
could	could	vm
then	then	rt
be	be	vbi
taken	take	vvn
,	,	y
but	but	ccb
that	that	dd1_cst@
if	if	cs
Japan	japan	np1
simply	simply	rr
never	never	rr
sends	send	vvz
a	a	at1
reply	reply	nn1
,	,	y
this	this	dd1
would	would	vm
create	create	vvi
a	a	at1
puzzling	puzzle	jj
situation	situation	nn1
which	which	ddq
the	the	at
Council	council	nn1
would	would	vm
then	then	rt
attempt	attempt	vvi
to	to	to
solve	solve	vvi
.	.	y
Afraid	afraid	jj
Czechoslovakia	czechoslovakia	np1
would	would	vm
ask	ask	vvi
the	the	at
Council	council	nn1
to	to	to
take	take	vvi
the	the	at
first	first	md
Sanctions	sanction	nn2
step	step	vv0
toward	toward	ii
Germany	germany	np1
this	this	dd1
week	week	nnt1
,	,	y
Poland	poland	np1
,	,	y
a	a	at1
member	member	nn1
of	of	io
the	the	at
Council	council	nn1
,	,	y
declared	declare	vvd_vvn
that	that	cst
she	she	pphs1
deemed	deem	vvd@
the	the	at
sanctions	sanction	nn2
provisions	provision	nn2
of	of	io
the	the	at
League	league	nn1
Covenant	covenant	vv0_nn1
optional	optional	jj
.	.	y
