@@144443	##	fo
Adolf	adolf	np1
Hitler	hitler	np1
voted	vote	vvd
recently	recently	rr
as	as	ii_csa
a	a	at1
"	"	"
resident	resident	nn1
of	of	io
Munich	munich	np1
.	.	y
"	"	"
Before	before	ii
leaving	leave	vvg
for	for	if
Italy	italy	np1
to	to	to
visit	visit	vvi
Benito	benito	np1_nn1
the	the	at
Builder	builder	nn1
this	this	dd1
week	week	nnt1
(	(	y
see	see	vv0
p.	p.-a	nnu_nn1
17	17	mc
)	)	y
Der	der	np1
Fhrer	fhrer	np1	
announced	announce	vvd
that	that	cst
he	he	pphs1
will	will	vm
rebuild	rebuild	vvi
his	his	appge
favorite	favorite	jj_nn1
German	german	jj_nn1
city	city	nn1
by	by	ii
1945	1945	mc
,	,	y
slated	slate	vvd_vvn@
for	for	if
construction	construction	nn1
24,000	24,000	mc
new	new	jj
houses	house	nn2
in	in	ii
Munich	munich	np1
,	,	y
half	half	db
of	of	io
these	these	dd2
for	for	if
workers	worker	nn2
.	.	y
