@@146219	##	fo
Jurez	jurez	np1
(	(	y
Paul	paul	np1
Muni	muni	np1
,	,	y
Bette	bette	np1
Davis	davis	np1
,	,	y
Brian	brian	np1
Aherne	aherne	np1
;	;	y
TIME	time	nnt1
,	,	y
May	may	npm1
8	8	mc
)	)	y
.	.	y
<P>	<p>	null	
Union	union	np1
Pacific	pacific	np1
(	(	y
Barbara	barbara	np1
Stanwyck	stanwyck	np1
,	,	y
Joel	joel	np1
McCrea	mccrea	np1
;	;	y
TIME	time	nnt1
,	,	y
May	may	npm1
8	8	mc
)	)	y
.	.	y
<P>	<p>	null	
Dark	dark	jj_nn1
Victory	victory	nn1
(	(	y
Bette	bette	np1
Davis	davis	np1
.	.	y
George	george	np1
Brent	brent	np1
,	,	y
Geraldine	geraldine	np1
Fitzgerald	fitzgerald	np1
;	;	y
TIME	time	nnt1
,	,	y
May	may	npm1
i	i	mc1
)	)	y
.	.	y
<P>	<p>	null	
Wuthering	wuthering	vvg_jj@_np1@
Heights	height	nn2
(	(	y
Merle	merle	np1
Oberon	oberon	np1
,	,	y
Laurence	laurence	np1
Olivier	olivier	np1
,	,	y
David	david	np1
Niven	niven	np1
;	;	y
TIME	time	nnt1
,	,	y
April	april	npm1
17	17	mc
)	)	y
.	.	y
<P>	<p>	null	
The	the	at
Story	story	nn1
of	of	io
Vernon	vernon	np1
and	and	cc
Irene	irene	np1
Castle	castle	nn1
(	(	y
Ginger	ginger	np1
Rogers	rogers	np1
,	,	y
Fred	fred	np1
Astaire	astaire	np1
;	;	y
TIME	time	nnt1
,	,	y
April	april	npm1
10	10	mc
)	)	y
.	.	y
