@@147240	##	fo
Last	last	md
week	week	nnt1
a	a	at1
lieutenant	lieutenant	nn1
from	from	ii
Randolph	randolph	np1
Field	field	np1
,	,	y
the	the	at
Army	army	nn1
Air	air	nn1
Corps	corps	nn
training	training	nn1_vvg@
centre	center	nn1
in	in	ii
Texas	texas	np1
,	,	y
missed	miss	vvd_vvn
the	the	at
town	town	nn1
at	at	ii
which	which	ddq
he	he	pphs1
was	be	vbdz
instructed	instruct	vvn
to	to	to
land	land	vvi
on	on	ii_rp@
a	a	at1
cross-country	cross-country	jj
flight	flight	nn1
.	.	y
He	he	pphs1
turned	turn	vvd
up	up	rp
with	with	iw
a	a	at1
novel	novel	jj_nn1
excuse	excuse	nn1
.	.	y
Said	say	vvd
he	he	pphs1
:	:	y
his	his	appge
navigation	navigation	nn1
was	be	vbdz
so	so	rg_rr
accurate	accurate	jj
that	that	cst
he	he	pphs1
passed	pass	vvd
directly	directly	rr
over	over	ii_rp
the	the	at
town	town	nn1
,	,	y
was	be	vbdz
so	so	rg_rr
intent	intent	jj
on	on	ii
scanning	scan	vvg
the	the	at
terrain	terrain	nn1
on	on	ii
both	both	db2
sides	side	nn2
of	of	io
his	his	appge
course	course	nn1
that	that	cst
he	he	pphs1
never	never	rr
noticed	notice	vvd_vvn
it	it	pph1
.	.	y
