@@174113	##	fo
In	in	ii
Bed	bed	nn1
We	we	ppis2
Cry	cry	vv0
(	(	y
adapted	adapt	vvn
from	from	ii
her	her	appge
own	own	da
novel	novel	nn1
by	by	ii
Ilka	ilka	np1
Chase	chase	nn1_vv0
,	,	y
produced	produce	vvn
by	by	ii
John	john	np1
C.	c.-a	np1
Wilson	wilson	np1
)	)	y
is	be	vbz
terribly	terribly	rr
modern	modern	jj
,	,	y
frightfully	frightfully	rr
modish	modish	jj
and	and	cc
stupefyingly	stupefyingly	rr
dull	dull	jj_vv0@
.	.	y
Playwright	playwright	nn1
Chase	chase	nn1
has	have	vhz
hand-tailored	hand-tailored	jj_nn1
for	for	if
Actress	actress	nn1
Chase	chase	vv0_nn1
the	the	at
role	role	nn1
of	of	io
Devon	devon	np1
Elliott	elliott	np1
,	,	y
a	a	at1
manufacturer	manufacturer	nn1
of	of	io
haunting	haunt	vvg_jj@
perfumes	perfume	nn2
.	.	y
Devon	devon	np1
's	's	ge
career	career	nn1
is	be	vbz
notable	notable	jj
,	,	y
her	her	appge
lure	lure	nn1
considerable	considerable	jj
,	,	y
but	but	ccb
her	her	appge
life	life	nn1
somehow	somehow	rr
becomes	become	vvz
a	a	at1
champagne	champagne	nn1
bucket	bucket	nn1
of	of	io
ashes	ash	nn2
.	.	y
Her	her	appge
husband	husband	nn1
loves	love	vvz
her	her	ppho1
,	,	y
yet	yet	rr
leaves	leave	vvz
her	her	ppho1
;	;	y
her	her	appge
refugee	refugee	nn1
swain	swain	nn1
loves	love	vvz
her	her	ppho1
,	,	y
yet	yet	rr
has	have	vhz
a	a	at1
girl	girl	nn1
in	in	ii
every	every	at1
flat	flat	nn1_jj
.	.	y
Seeking	seek	vvg
to	to	to
blend	blend	vvi
Park	park	np1
Avenue	avenue	nnl1
with	with	iw
poignancy	poignancy	nn1
,	,	y
brittle	brittle	jj
talk	talk	nn1
with	with	iw
amorous	amorous	jj
bruises	bruise	nn2
,	,	y
In	in	ii
Bed	bed	nn1
We	we	ppis2
Cry	cry	vv0
is	be	vbz
much	much	rr
less	less	rrr
a	a	at1
slice	slice	nn1
of	of	io
life	life	nn1
than	than	csn
a	a	at1
setup	setup	nn1
for	for	if
an	an	at1
actress	actress	nn1
who	who	pnqs
wants	want	vvz
to	to	to
do	do	vdi
everything	everything	pn1
from	from	ii
scintillate	scintillate	nn1	
to	to	to
suffer	suffer	vvi
.	.	y
