@@169027	##	fo
Columnist	columnist	nn1
David	david	np1
Lawrence	lawrence	np1
,	,	y
who	who	pnqs
wanted	want	vvd
a	a	at1
Dewey	dewey	np1
victory	victory	nn1
,	,	y
got	get	vvn_vvd
to	to	ii@
thinking	think	vvg_nn1
last	last	md
week	week	nnt1
what	what	ddq
it	it	pph1
would	would	vm
have	have	vhi
brought	bring	vvn
.	.	y
People	people	nn
would	would	vm
be	be	vbi
saying	say	vvg
,	,	y
he	he	pphs1
decided	decide	vvd
,	,	y
that	that	cst_dd1
as	as	ii
a	a	at1
result	result	nn1
of	of	io
the	the	at
Administration	administration	nn1
's	's	ge
defeat	defeat	nn1
,	,	y
the	the	at
following	following	jj
things	thing	nn2
have	have	vh0
happened	happen	vvn
:	:	y
the	the	at
war	war	nn1
has	have	vhz
slowed	slow	vvn
down	down	rp
and	and	cc
casualties	casualty	nn2
have	have	vh0
gone	go	vvn
up	up	rp
sharply	sharply	rr
;	;	y
disunity	disunity	nn1
has	have	vhz
broken	break	vvn
out	out	rp
among	among	ii
the	the	at
Big	big	jj
Three	three	mc
;	;	y
confusion	confusion	nn1
reigns	reign	vvz
in	in	ii
Italy	italy	np1
;	;	y
civil	civil	jj
war	war	nn1
rages	rage	vvz_nn2
in	in	ii
Greece	greece	np1
;	;	y
Congress	congress	nn1
is	be	vbz
feuding	feud	vvg
with	with	iw
the	the	at
White	white	np1
House	house	nn1
.	.	y
<P>	<p>	null	
Concluded	conclude	vvn_jj%_vvd	
Pundit	pundit	nn1
Lawrence	lawrence	np1
:	:	y
"	"	"
If	if	cs
Governor	governor	nnb
Dewey	dewey	np1
is	be	vbz
given	give	vvn
at	at	ii
all	all	db
to	to	ii
soliloquy	soliloquy	nn1
.	.	y
.	.	y
.	.	y
he	he	pphs1
must	must	vm
inevitably	inevitably	rr
come	come	vvi
to	to	ii
the	the	at
conclusion	conclusion	nn1
that	that	cst
he	he	pphs1
is	be	vbz
,	,	y
indeed	indeed	rr
,	,	y
a	a	at1
lucky	lucky	jj
man	man	nn1
.	.	y
"	"	"
