@@177800	##	fo
Because	because	cs
"	"	"
certain	certain	jj
irresponsible	irresponsible	jj
persons	person	nn2
"	"	"
were	be	vbdr
giving	give	vvg
the	the	at
Ku	ku	np1_nn1
Klux	klux	np1
Klan	klan	np1
"	"	"
bad	bad	jj
publicity	publicity	nn1
and	and	cc
censure	censure	vv0_nn1
"	"	"
by	by	ii
wearing	wear	vvg
bedsheets	bedsheet	nn2
and	and	cc
masks	mask	nn2_vvz@
in	in	ii
the	the	at
commission	commission	nn1
of	of	io
their	their	appge
crimes	crime	nn2
,	,	y
Grand	grand	jj
Dragon	dragon	nn1
Samuel	samuel	np1
Green	green	np1@_jj
,	,	y
Atlanta	atlanta	np1
obstetrician	obstetrician	nn1
,	,	y
last	last	md
week	week	nnt1
issued	issue	vvd_vvn
an	an	at1
Imperial	imperial	jj
Edict	edict	nn1
:	:	y
henceforth	henceforth	rt
Klansmen	klansmen	np1_nn2
must	must	vm
not	not	xx
wear	wear	vvi
masks	mask	nn2
"	"	"
upon	upon	ii
any	any	dd
street	street	nn1
,	,	y
road	road	nn1
or	or	cc
highway	highway	nn1
in	in	ii
these	these	dd2
United	united	np1
States	state	np1
.	.	y
"	"	"
