@@150311	##	fo
Last	last	md
week	week	nnt1
the	the	at
Army	army	nn1
waved	wave	vvd_vvn
aside	aside	rl
a	a	at1
rule	rule	nn1
of	of	io
more	more	dar
than	than	csn
100	100	mc
years	year	nnt2
'	'	ge
standing	stand	nn1
and	and	cc
announced	announce	vvd_vvn
that	that	cst_dd1
henceforth	henceforth	rt
ex-felons	ex-felons	nn2
could	could	vm
wear	wear	vvi
the	the	at
Army	army	nn1
uniform	uniform	nn1
.	.	y
But	but	ccb
not	not	xx
all	all	db
ex-felons	ex-felons	nn2
.	.	y
Still	still	rr
barred	bar	vvn_vvd
were	be	vbdr
men	man	nn2
convicted	convict	vvn
of	of	io
"	"	"
heinous	heinous	jj
"	"	"
offenses	offense	nn2
.	.	y
To	to	ii
the	the	at
Army	army	nn1
heinous	heinous	jj
offenses	offense	nn2
meant	mean	vvd_vvn
treason	treason	nn1
,	,	y
murder	murder	nn1_vv0@
,	,	y
arson	arson	nn1
,	,	y
rape	rape	nn1_vv0@
,	,	y
kidnapping	kidnapping	nn1
,	,	y
sodomy	sodomy	nn1
,	,	y
pandering	pander	vvg
,	,	y
sexual	sexual	jj
perversion	perversion	nn1
,	,	y
traffic	traffic	nn1
in	in	ii
narcotics	narcotic	nn2
.	.	y
Also	also	rr
barred	bar	vvn_vvd
were	be	vbdr
men	man	nn2
twice	twice	rr
convicted	convict	vvn_jj
of	of	io
felony	felony	nn1
,	,	y
or	or	cc
thrice	thrice	rr
of	of	io
misdemeanors	misdemeanor	nn2
having	have	vhg
to	to	to
do	do	vdi
with	with	iw
alcoholism	alcoholism	nn1
or	or	cc
drug	drug	nn1
addiction	addiction	nn1
.	.	y
<P>	<p>	null	
Why	why	rrq
the	the	at
Army	army	nn1
decided	decide	vvd_vvn
to	to	to
change	change	vvi
its	its	appge
rule	rule	nn1
,	,	y
no	no	at
Army	army	nn1
man	man	nn1
specifically	specifically	rr
said	say	vvd_vvn@
.	.	y
At	at	ii
any	any	dd
rate	rate	nn1
,	,	y
the	the	at
Army	army	nn1
could	could	vm
now	now	rt
expect	expect	vvi
some	some	dd
more	more	dar
recruits	recruit	nn2
.	.	y
