@@173713	##	fo
The	the	at
U.S.	u.s.-	np1
Negro	negro	nn1
has	have	vhz
made	make	vvn
the	the	at
greatest	greatest	jjt
progress	progress	nn1
in	in	ii
the	the	at
shortest	short	jjt
time	time	nnt1
of	of	io
any	any	dd
race	race	nn1
in	in	ii
history	history	nn1
.	.	y
So	so	rr
said	say	vvd
the	the	at
University	university	nn1
of	of	io
North	north	nd1
Carolina	carolina	np1
's	's	ge_vbz
famed	famed	jj
liberal	liberal	jj_nn1@
President	president	nnb
Frank	frank	np1
P.	p.-a	np1
Graham	graham	np1
last	last	md
week	week	nnt1
,	,	y
addressing	address	vvg
students	student	nn2
of	of	io
all-Negro	all-negro	jj_nn1
Tuskegee	tuskegee	nn1
Institute	institute	nn1
on	on	ii
Founder	founder	nn1
's	's	ge
Day	day	nnt1_np1
.	.	y
His	his	appge
documentation	documentation	nn1
:	:	y
<P>	<p>	null	
Negro	negro	nn1
illiteracy	illiteracy	nn1
is	be	vbz
down	down	rp
from	from	ii
70%	70%	nnu
in	in	ii
1880	1880	mc
to	to	ii
10%	10%	nnu
in	in	ii
1940	1940	mc
.	.	y
<P>	<p>	null	
The	the	at
Negro	negro	nn1
's	's	ge
life	life	nn1
span	span	nn1
in	in	ii
ten	ten	mc
years	year	nnt2
has	have	vhz
increased	increase	vvn
from	from	ii
49	49	mc
to	to	ii
55	55	mc
years	year	nnt2
.	.	y
<P>	<p>	null	
Lynchings	lynching	nn2
declined	decline	vvn_vvd
from	from	ii
57	57	mc
in	in	ii
1920	1920	mc
to	to	ii
five	five	mc
in	in	ii
1941	1941	mc
,	,	y
are	be	vbr
rarer	rare	jjr
still	still	rr
today	today	rt
.	.	y
<P>	<p>	null	
More	more	dar
Negroes	negro	nn2
graduated	graduate	vvn_vvd
from	from	ii
colleges	college	nn2
in	in	ii
the	the	at
past	past	jj_nn1
decade	decade	nnt1
than	than	csn
in	in	ii
all	all	db
the	the	at
previous	previous	jj
history	history	nn1
of	of	io
the	the	at
race	race	nn1
.	.	y
