@@224191	##	fo
High	high	jj_rr@
on	on	ii
a	a	at1
ladder	ladder	nn1
in	in	ii
the	the	at
British	british	jj
Admiralty	admiralty	nn1
's	's	ge
war	war	nn1
room	room	nn1
stood	stand	vvd
a	a	at1
WREN	wren	nn1_np1
(	(	y
British	british	jj
WAVE	wave	nn1
)	)	y
,	,	y
sticking	stick	vvg_jj
pins	pin	nn2
in	in	ii
a	a	at1
map	map	nn1
which	which	ddq
marked	mark	vvd@
the	the	at
progress	progress	nn1
of	of	io
a	a	at1
North	north	nd1
Atlantic	atlantic	np1
convoy	convoy	nn1
.	.	y
A	a	at1_zz1
crusty	crusty	jj
British	british	jj
sea	sea	nn1
lord	lord	nn1
stalked	stalk	vvd_vvn
in	in	rp@
,	,	y
glanced	glance	vvd
upward	upward	rl@_jj
at	at	ii
the	the	at
map	map	nn1
.	.	y
Said	say	vvd
he	he	pphs1
:	:	y
"	"	"
Captain	captain	nn1
,	,	y
that	that	dd1_cst
WREN	wren	nn1_np1
will	will	vm
either	either	rr
have	have	vhi
to	to	to
wear	wear	vvi
pants	pant	nn2
or	or	cc
we	we	ppis2
will	will	vm
have	have	vhi
to	to	to
move	move	vvi
the	the	at
convoy	convoy	nn1
to	to	ii
the	the	at
South	south	nd1
Atlantic	atlantic	np1
.	.	y
"	"	"
