@@224293	##	fo
In	in	ii
a	a	at1
U.S.	u.s.-	np1
Army	army	nn1
guardhouse	guardhouse	nn1
somewhere	somewhere	rl
in	in	ii
England	england	np1
,	,	y
Negro	negro	nn1
Corporal	corporal	nnb
Leroy	leroy	np1
Henry	henry	np1
heard	hear	vvd
good	good	jj
news	news	nn1
last	last	md
week	week	nnt1
.	.	y
A	a	zz1_at1
U.S.	u.s.-	np1
court	court	nn1
martial	martial	jj
had	have	vhd
shocked	shock	vvn
Britons	briton	nn2
by	by	ii
condemning	condemn	vvg
him	him	ppho1
to	to	ii
death	death	nn1
for	for	if
a	a	at1
somewhat	somewhat	rr
doubtful	doubtful	jj
case	case	nn1
of	of	io
rape	rape	nn1
(	(	y
TIME	time	nnt1
,	,	y
June	june	npm1
12	12	mc
)	)	y
.	.	y
Overburdened	overburdened	jj@_np1@_vvd	
General	general	nnb
Dwight	dwight	np1
D.	d.-	np1
Eisenhower	eisenhower	np1
somehow	somehow	rr
found	find	vvn_vvd
time	time	nnt1
to	to	to
examine	examine	vvi
the	the	at
record	record	nn1
,	,	y
found	find	vvd_vvn
"	"	"
many	many	da2
mitigating	mitigating	jj
circumstances	circumstance	nn2
,	,	y
"	"	"
ruled	rule	vvd_vvn
the	the	at
evidence	evidence	nn1
"	"	"
insufficient	insufficient	jj
"	"	"
for	for	if
the	the	at
penalty	penalty	nn1
,	,	y
ordered	order	vvd_vvn
the	the	at
court	court	nn1
to	to	to
impose	impose	vvi
a	a	at1
lighter	lighter	jjr_nn1
sentence	sentence	nn1
.	.	y
