@@224198	##	fo
In	in	ii
the	the	at
wake	wake	nn1
of	of	io
departed	departed	jj@_vvn
Under	under	ii
Secretary	secretary	nn1
of	of	io
State	state	nn1
Edward	edward	np1
R.	r.-he	np1
Stettinius	stettinius	np1
Jr	jr	nna
.	.	y
(	(	y
see	see	vv0
p.	p.-a	nnu_nn1
12	12	mc
)	)	y
,	,	y
London	london	np1
last	last	md
week	week	nnt1
bandied	bandy	vvd
two	two	mc
reports	report	nn2_vvz
:	:	y
1	1	mc1
)	)	y
that	that	cst
the	the	at
Polish	polish	jj
exiled	exile	jj
Government	government	nn1
and	and	cc
Soviet	soviet	jj
Russia	russia	np1
are	be	vbr
much	much	rr
nearer	nearer	jjr
agreement	agreement	nn1
than	than	csn
surface	surface	nn1
difficulties	difficulty	nn2
indicate	indicate	vv0
;	;	y
2	2	mc
)	)	y
that	that	cst_dd1
something	something	pn1
very	very	rg
like	like	ii_rr%
a	a	at1
new	new	jj
,	,	y
sense-making	sense-making	jj_nn1
League	league	nn1
of	of	io
Nations	nation	nn2
is	be	vbz
shaping	shape	vvg
up	up	rp
.	.	y
<P>	<p>	null	
Well-informed	well-informed	jj_nn1
correspondents	correspondent	nn2
,	,	y
pledged	pledge	vvn_vvd
to	to	ii
secrecy	secrecy	nn1
about	about	ii
some	some	dd
aspects	aspect	nn2
of	of	io
the	the	at
recent	recent	jj
discussions	discussion	nn2
in	in	ii
London	london	np1
,	,	y
thought	think	vvd_vvn
that	that	cst
the	the	at
reliable	reliable	jj
Whitehall	whitehall	np1
Letter	letter	nn1
was	be	vbdz
on	on	ii
the	the	at
diplomatic	diplomatic	jj
beam	beam	nn1
when	when	cs_rrq
it	it	pph1
said	say	vvd
:	:	y
"	"	"
Unofficial	unofficial	jj
agreement	agreement	nn1
on	on	ii
all	all	db
major	major	jj
problems	problem	nn2
of	of	io
the	the	at
peace	peace	nn1
,	,	y
including	including	ii_vvg@
the	the	at
likely	likely	jj
shape	shape	nn1
and	and	cc
form	form	nn1
of	of	io
a	a	at1
new	new	jj
League	league	nn1
of	of	io
Nations	nation	nn2
with	with	iw
Britain	britain	np1
,	,	y
the	the	at
United	united	np1
States	state	np1
,	,	y
and	and	cc
Soviet	soviet	jj
Russia	russia	np1
as	as	csa_rg@_ii@
key	key	jj
members	member	nn2
,	,	y
was	be	vbdz
reached	reach	vvn
.	.	y
"	"	"
