@@257277	##	fo
The	the	at
next	next	md
night	night	nnt1
,	,	y
an	an	at1
eastbound	eastbound	jj
five-car	five-car	jj_nn1
passenger	passenger	nn1
train	train	nn1
plunged	plunge	vvn_vvd
off	off	ii_rp
the	the	at
Pennsylvania	pennsylvania	np1
main-line	main-line	nn1_jj@
track	track	nn1
along	along	ii
the	the	at
Ohio	ohio	np1
River	river	nnl1
,	,	y
near	near	ii
Baden	baden	np1
,	,	y
Pa	pa	np1
.	.	y
The	the	at
locomotive	locomotive	nn1
toppled	topple	vvd_vvn
over	over	rp
on	on	ii
its	its	appge
side	side	nn1
.	.	y
Coal	coal	nn1
from	from	ii
the	the	at
tender	tender	nn1@_jj
avalanched	avalanch	vvd_vvn@_jj@	
into	into	ii
the	the	at
cab	cab	nn1
,	,	y
buried	bury	vvn_vvd@
the	the	at
engineer	engineer	nn1
.	.	y
Coaches	coach	nn2
full	full	jj
of	of	io
shocked	shock	jj
and	and	cc
tumbled	tumble	vvd_jj@
people	people	nn
rolled	roll	vvn_vvd
into	into	ii
the	the	at
river	river	nn1
.	.	y
<P>	<p>	null	
While	while	cs
rescuers	rescuer	nn2
worked	work	vvn_vvd
in	in	ii_rp@
a	a	at1
driving	drive	jj
sleet	sleet	nn1
storm	storm	nn1
,	,	y
investigators	investigator	nn2
discovered	discover	vvd
that	that	cst_dd1
someone	someone	pn1
had	have	vhd
drawn	draw	vvn
the	the	at
spikes	spike	nn2
from	from	ii
the	the	at
rail	rail	nn1
nearest	nearest	ii@
the	the	at
river	river	nn1
,	,	y
found	find	vvd_vvn
a	a	at1
wrecking	wreck	jj@_nn1@
bar	bar	nn1
,	,	y
bright	bright	jj
with	with	iw
use	use	nn1
,	,	y
beside	beside	ii
the	the	at
tracks	track	nn2
.	.	y
The	the	at
toll	toll	nn1
:	:	y
114	114	mc
injured	injure	jj_vvd
,	,	y
five	five	mc
dead	dead	jj
,	,	y
including	including	ii_vvg@
the	the	at
engineer	engineer	nn1
.	.	y
