@@156956	##	fo
Indian	indian	jj
intellectuals	intellectual	nn2
who	who	pnqs
tuned	tune	vvd
in	in	rp@
to	to	ii
the	the	at
BBC	bbc	np1
short-wave	short-wave	jj_nn1
radio	radio	nn1
blinked	blink	vvd_vvn@
with	with	iw
surprise	surprise	nn1
.	.	y
Over	over	ii
the	the	at
air	air	nn1
they	they	pphs2
were	be	vbdr
receiving	receive	vvg
explicit	explicit	jj
instructions	instruction	nn2
on	on	ii
how	how	rrq
to	to	to
conduct	conduct	vvi
a	a	at1
campaign	campaign	nn1
of	of	io
passive	passive	jj
resistance	resistance	nn1
.	.	y
After	after	ii_cs
four	four	mc
months	month	nnt2
of	of	io
Mohandas	mohandas	np2	
Gandhi	gandhi	np1
's	's	ge
nonviolent	nonviolent	jj
nonresistance	nonresistance	nn1
,	,	y
it	it	pph1
seemed	seem	vvd
to	to	ii
the	the	at
listeners	listener	nn2
that	that	cst
the	the	at
bumbling	bumbling	jj@_vvg
BBC	bbc	np1
was	be	vbdz
carrying	carry	vvg
coals	coal	nn2
to	to	ii
Newcastle	newcastle	np1
again	again	rt
.	.	y
But	but	ccb
the	the	at
BBC	bbc	np1
was	be	vbdz
trying	try	vvg
to	to	to
instruct	instruct	vvi
Italians	italian	nn2
,	,	y
not	not	xx
Indians	indian	nn2
,	,	y
in	in	ii
slowdown	slowdown	nn1
technique	technique	nn1
.	.	y
The	the	at
British	british	jj
were	be	vbdr
carrying	carry	vvg
coals	coal	nn2
from	from	ii
India	india	np1
to	to	ii
Italy	italy	np1
.	.	y
