@@225092	##	fo
Great	great	np1
Britain	britain	np1
disclosed	disclose	vvd@_vvn
last	last	md
week	week	nnt1
that	that	cst
a	a	at1
"	"	"
new	new	jj
and	and	cc
highly	highly	rr
secret	secret	jj
"	"	"
ammunition	ammunition	nn1
had	have	vhd
already	already	rr
gone	go	vvn
to	to	to@_ii
work	work	vvi_nn1
on	on	ii_rp@
U-boats	u-boat	nn2
in	in	ii
the	the	at
Battle	battle	nn1
of	of	io
the	the	at
Atlantic	atlantic	np1
.	.	y
Speculation	speculation	nn1
centered	center	vvd_vvn@
on	on	ii
depth	depth	nn1
charges	charge	nn2
:	:	y
this	this	dd1
was	be	vbdz
perhaps	perhaps	rr
a	a	at1
depth	depth	nn1
charge	charge	nn1
as	as	csa_rg@
correspondingly	correspondingly	rr
powerful	powerful	jj
as	as	csa
Britain	britain	np1
's	be	vbz_ge_vhz@
much	much	rr
vaunted	vaunt	vvn
superbomb	superbomb	nn1	
(	(	y
which	which	ddq
,	,	y
it	it	pph1
is	be	vbz
claimed	claim	vvn
,	,	y
can	can	vm
level	level	vvi
a	a	at1
whole	whole	jj
city	city	nn1
block	block	nn1
of	of	io
four-story	four-story	jj_nn1
stone	stone	nn1
buildings	building	nn2
)	)	y
.	.	y
Whatever	whatever	ddqv
it	it	pph1
was	be	vbdz
,	,	y
it	it	pph1
remained	remain	vvd
,	,	y
last	last	md
week	week	nnt1
,	,	y
just	just	jj@_rr
"	"	"
stuff	stuff	nn1_vv0@
.	.	y
"	"	"
