@@258774	##	fo
For	for	if
22	22	mc
Fascist	fascist	jj
years	year	nnt2
,	,	y
the	the	at
only	only	jj
Italian	italian	nn1
in	in	ii
all	all	db
Italy	italy	np1
who	who	pnqs
dared	dare	vvd
openly	openly	rr
badger	badger	vvi
Mussolini	mussolini	np1
was	be	vbdz
famed	famed	jj
Philosopher	philosopher	nn1
Benedetto	benedetto	np1_nn1
Croce	croce	np1_nn1@
.	.	y
Through	through	ii
his	his	appge
brilliant	brilliant	jj
,	,	y
semimonthly	semimonthly	rr
philosophical	philosophical	jj
magazine	magazine	nn1
La	la	np1
Critica	critica	np1	
,	,	y
Croce	croce	np1
continued	continue	vvd
saying	say	vvg
what	what	ddq
he	he	pphs1
felt	feel	vvd
to	to	to
be	be	vbi
eternally	eternally	rr
true	true	jj
,	,	y
even	even	cs21
though	though	cs22
these	these	dd2
truths	truth	nn2
often	often	rr
contained	contain	vvn_vvd
political	political	jj
implications	implication	nn2
insupportable	insupportable	jj
to	to	ii
Fascism	fascism	nn1
.	.	y
La	la	np1
Critica	critica	np1	
had	have	vhd
a	a	at1
select	select	jj
,	,	y
world-wide	world-wide	jj
circulation	circulation	nn1
,	,	y
was	be	vbdz
read	read	vvn
avidly	avidly	rr
by	by	ii
Italian	italian	jj_nn1
university	university	nn1
students	student	nn2
.	.	y
It	it	pph1
was	be	vbdz
one	one	mc1
of	of	io
Mussolini	mussolini	np1
's	's	ge
great	great	jj
mistakes	mistake	nn2
that	that	cst
he	he	pphs1
did	do	vdd
not	not	xx
stop	stop	vvi
the	the	at
mouth	mouth	nn1
of	of	io
this	this	dd1
one	one	mc1
voice	voice	nn1
of	of	io
liberalism	liberalism	nn1
.	.	y
<P>	<p>	null	
In	in	ii
Sorrento	sorrento	np1_nn1
last	last	md
week	week	nnt1
,	,	y
78-year-old	78-year-old	jj
Philosopher	philosopher	nn1
Croce	croce	np1_nn1@
announced	announce	vvd
that	that	cst_dd1
at	at	ii
year	year	nnt1
's	's	ge
end	end	nn1
he	he	pphs1
will	will	vm
abandon	abandon	vvi
La	la	np1
Critica	critica	np1	
(	(	y
established	establish	vvn
in	in	ii
1903	1903	mc
)	)	y
,	,	y
but	but	ccb
will	will	vm
go	go	vvi
right	right	rr_nn1_jj
on	on	ii
speaking	speak	vvg
his	his	appge
mind	mind	nn1
in	in	ii
a	a	at1
brand	brand	jj21
new	new	jj22
review	review	nn1
to	to	to
be	be	vbi
called	call	vvn
I	i	mc1%_zz1%
Quaderni	quaderni	jj_nn1	
della	della	nn1
Critica	critica	np1_nn1@	
(	(	y
Notebooks	notebook	nn2
of	of	io
Critical	critical	jj
Thought	think	nn1
)	)	y
.	.	y
