@@228175	##	fo
Some	some	dd
U.S.	u.s.-	np1
correspondents	correspondent	nn2
in	in	ii
Tokyo	tokyo	np1
who	who	pnqs
got	get	vvd
there	there	rl
before	before	ii_cs
the	the	at
Army	army	nn1
found	find	vvd_vvn
themselves	themselves	ppx2
in	in	ii
trouble	trouble	nn1
with	with	iw
various	various	jj
authorities	authority	nn2
.	.	y
The	the	at
Jap	jap	nn1_np1
Foreign	foreign	jj
Office	office	nn1
said	say	vvd
they	they	pphs2
could	could	vm
attend	attend	vvi
a	a	at1
Diet	diet	nn1
session	session	nnt1
only	only	rr_jj
if	if	cs
they	they	pphs2
were	be	vbdr
1	1	mc1
)	)	y
unarmed	unarmed	jj
;	;	y
2	2	mc
)	)	y
sober	sober	jj_vv0@
;	;	y
3	3	mc
)	)	y
willing	willing	jj
to	to	to
promise	promise	vvi
not	not	xx
to	to	to
eat	eat	vvi
in	in	ii
the	the	at
galleries	gallery	nn2
.	.	y
They	they	pphs2
appealed	appeal	vvd
to	to	ii
General	general	nnb
MacArthur	macarthur	np1
,	,	y
who	who	pnqs
got	get	vvd
the	the	at
other	other	jj
provisions	provision	nn2
relaxed	relax	vvd
,	,	y
but	but	ccb
told	tell	vvd
them	them	ppho2
not	not	xx
to	to	to
carry	carry	vvi
arms	arm	nn2
.	.	y
Then	then	rt
he	he	pphs1
ordered	order	vvd
newsmen	newsman	nn2
three	three	mc
paces	paces	nn2_vvz
to	to	ii
the	the	at
rear	rear	nn1_jj
for	for	if
the	the	at
official	official	jj_nn1
entry	entry	nn1
into	into	ii
Tokyo	tokyo	np1
.	.	y
Said	say	vvd
he	he	pphs1
dryly	dryly	rr
:	:	y
"	"	"
It	it	pph1
is	be	vbz
not	not	xx
American	american	jj
military	military	jj
policy	policy	nn1
for	for	if
correspondents	correspondent	nn2
to	to	to
spearhead	spearhead	vvi
the	the	at
occupation	occupation	nn1
.	.	y
"	"	"
<P>	<p>	null	
The	the	at
Japs	jap	nn2
'	'	ge
Domei	domei	np1	
News	news	nn1
Agency	agency	nn1
,	,	y
trying	try	vvg
to	to	to
be	be	vbi
helpful	helpful	jj
,	,	y
offered	offer	vvd_jj@_vvn
news	news	nn1
service	service	nn1_vv0@
free	free	jj_vv0@
to	to	ii
U.S.	u.s.-	np1
correspondents	correspondent	nn2
.	.	y
Samples	sample	nn2
:	:	y
More	more	dar
robberies	robbery	nn2
committed	commit	vvn
by	by	ii
Americans	american	nn2
;	;	y
mentally	mentally	rr
deranged	deranged	jj@_vvd
man	man	nn1
shot	shot	nn1_vvn_vvd
for	for	if
failing	fail	vvg
to	to	to
obey	obey	vvi
U.S.	u.s.-	np1
orders	order	nn2
;	;	y
new	new	jj
assaults	assault	nn2
on	on	ii
Japanese	japanese	jj_nn1
women	woman	nn2
by	by	ii
invading	invading	jj_vvg
troops	troop	nn2
.	.	y
