@@257670	##	fo
For	for	if
1943	1943	mc
the	the	at
U.S.	u.s.-	np1
has	have	vhz
set	set	vvn
its	its	appge
production	production	nn1
goal	goal	nn1
as	as	ii_csa
a	a	at1
ratio	ratio	nn1
,	,	y
not	not	xx
a	a	at1
number	number	nn1
,	,	y
but	but	ccb
the	the	at
ratio	ratio	nn1
is	be	vbz
staggering	stagger	vvg_jj
:	:	y
double	double	vv0@_rr@
the	the	at
amount	amount	nn1
produced	produce	vvn_vvd
last	last	md
year	year	nnt1
.	.	y
Up	up	rp_vv0%
will	will	vm
go	go	vvi
the	the	at
proportion	proportion	nn1
of	of	io
aircraft	aircraft	nn
,	,	y
shipping	ship	vvg_nn1
,	,	y
naval	naval	jj
vessels	vessel	nn2
.	.	y
Down	down	np1%_rp_nn1%
will	will	vm
go	go	vvi
the	the	at
proportion	proportion	nn1
of	of	io
tanks	tank	nn2
,	,	y
artillery	artillery	nn1
,	,	y
ammunition	ammunition	nn1
.	.	y
But	but	ccb
the	the	at
total	total	nn1
is	be	vbz
to	to	to
be	be	vbi
up	up	rp
100%	100%	nnu
.	.	y
<P>	<p>	null	
For	for	if
a	a	at1
hint	hint	nn1
of	of	io
what	what	ddq
this	this	dd1
means	mean	vvz
,	,	y
citizens	citizen	nn2
could	could	vm
remember	remember	vvi
the	the	at
Government	government	nn1
's	's	ge
recent	recent	jj
announcement	announcement	nn1
that	that	cst
49,000	49,000	mc
planes	plane	nn2
were	be	vbdr
produced	produce	vvn
last	last	md
year	year	nnt1
.	.	y
Left	leave	vvn_jj
for	for	if
the	the	at
man	man	nn1
in	in	ii
the	the	at
street	street	nn1
will	will	vm
be	be	vbi
what	what	ddq
officials	official	nn2
term	term	vv0@
"	"	"
a	a	at1
lean	lean	jj
but	but	ccb
healthy	healthy	jj
civilian	civilian	jj_nn1
economy	economy	nn1
.	.	y
"	"	"
To	to	ii
many	many	da2
who	who	pnqs
have	have	vh0
not	not	xx
yet	yet	rr
felt	feel	vvn
the	the	at
full	full	jj
pinch	pinch	nn1
of	of	io
war	war	nn1
,	,	y
the	the	at
degree	degree	nn1
of	of	io
leanness	leanness	nn1
will	will	vm
be	be	vbi
surprising	surprising	jj
before	before	ii_cs
year	year	nnt1
's	's	ge
end	end	nn1
.	.	y
