@@178210	##	fo
Dr.	dr.-i	nnb
Paul	paul	np1
R.	r.-he	np1
Hawley	hawley	np1
,	,	y
onetime	onetime	jj
Veterans	veteran	nn2
Administration	administration	nn1
medical	medical	jj
boss	boss	nn1
and	and	cc
now	now	rt
executive	executive	jj@_nn1
director	director	nn1
for	for	if
Blue	blue	jj
Cross-Blue	cross-blue	jj
Shield	shield	nn1
,	,	y
is	be	vbz
dead	dead	rg
set	set	jj@_vvn
against	against	ii
compulsory	compulsory	jj
health	health	nn1
insurance	insurance	nn1
.	.	y
He	he	pphs1
is	be	vbz
also	also	rr
a	a	at1
realist	realist	nn1
.	.	y
In	in	ii
Washington	washington	np1
last	last	md
week	week	nnt1
,	,	y
speaking	speak	vvg
to	to	ii
the	the	at
District	district	nn1
Medical	medical	jj
Society	society	nn1
,	,	y
he	he	pphs1
sounded	sound	vvd
a	a	at1
warning	warning	nn1
:	:	y
doctors	doctor	nn2
getting	get	vvg
set	set	nn1_vvn_vv0
for	for	if
an	an	at1
all-out	all-out	jj_rr
fight	fight	nn1_vv0
against	against	ii
compulsory	compulsory	jj
health	health	nn1
insurance	insurance	nn1
had	have	vhd
better	better	rrr
put	put	vvn
their	their	appge
own	own	da
house	house	nn1
in	in	ii
order	order	nn1
.	.	y
Hawley	hawley	np1@_nn1
had	have	vhd
been	be	vbn
talking	talk	vvg
to	to	ii
people	people	nn
all	all	rr
over	over	ii
the	the	at
country	country	nn1
,	,	y
he	he	pphs1
said	say	vvd
,	,	y
and	and	cc
"	"	"
I	i	ppis1
've	have	vh0
come	come	vvn
to	to	ii
the	the	at
conclusion	conclusion	nn1
,	,	y
with	with	iw
a	a	at1
great	great	jj
deal	deal	nn1
of	of	io
regret	regret	nn1
,	,	y
that	that	cst
the	the	at
confidence	confidence	nn1
of	of	io
some	some	dd
of	of	io
our	our	appge
people	people	nn
has	have	vhz
been	be	vbn
shaken	shake	vvn
in	in	ii
the	the	at
unselfishness	unselfishness	nn1
and	and	cc
spirit	spirit	nn1
of	of	io
public	public	jj_nn1
service	service	nn1
in	in	ii
the	the	at
medical	medical	jj
profession	profession	nn1
.	.	y
"	"	"
