@@174716	##	fo
U.S.	u.s.-	np1
industry	industry	nn1
has	have	vhz
vastly	vastly	rr
expanded	expand	vvn
its	its	appge
research	research	nn1
laboratories	laboratory	nn2
,	,	y
as	as	ii31
well	well	ii32
as	as	ii33
its	its	appge
factories	factory	nn2
,	,	y
during	during	ii
the	the	at
war	war	nn1
.	.	y
What	what	ddq
will	will	vm
happen	happen	vvi
to	to	ii@
them	them	ppho2
in	in	ii
peace	peace	nn1
?	?	y
Will	will	vm
the	the	at
laboratories	laboratory	nn2
,	,	y
too	too	rr@_rg
,	,	y
slow	slow	jj_rr@_vv0@
,	,	y
down	down	rp
when	when	cs_rrq
war	war	nn1
orders	order	nn2
stop	stop	vv0
?	?	y
Industrialists	industrialist	nn2
think	think	vv0
not	not	xx
.	.	y
<P>	<p>	null	
The	the	at
National	national	jj
Research	research	nn1
Council	council	nn1
's	's	ge
Office	office	nn1
of	of	io
Scientific	scientific	jj
Personnel	personnel	nn2
quietly	quietly	rr
polled	poll	vvn_vvd
representative	representative	jj_nn1
laboratories	laboratory	nn2
,	,	y
including	including	ii_vvg@
most	most	dat
of	of	io
the	the	at
top-ranking	top-ranking	jj
ones	one	nn2
,	,	y
for	for	if
a	a	at1
conservative	conservative	jj_nn1
estimate	estimate	nn1
of	of	io
their	their	appge
plans	plan	nn2
and	and	cc
needs	need	nn2_vvz
.	.	y
All	all	db
the	the	at
laboratories	laboratory	nn2
,	,	y
instead	instead	ii21
of	of	ii22
cutting	cut	vvg
back	back	rp_nn1
,	,	y
hope	hope	vv0
to	to	to
enlarge	enlarge	vvi
their	their	appge
staffs	staffs	nn2
at	at	ii
war	war	nn1
's	's	ge
end	end	nn1
.	.	y
Total	total	jj_nn1_vv0@
planned	planned	jj@_vvd_vvn
increase	increase	nn1
:	:	y
20%	20%	nnu
.	.	y
The	the	at
biggest	big	jjt
laboratories	laboratory	nn2
,	,	y
convinced	convince	jj_vvd@_vvn@
of	of	io
a	a	at1
research	research	nn1
boom	boom	nn1
in	in	ii
postwar	postwar	jj
business	business	nn1
,	,	y
expect	expect	vv0
to	to	to
hire	hire	vvi
about	about	rg
three	three	mc
times	time	nnt2
as	as	rg@_csa_ii@
many	many	da2
scientists	scientist	nn2
as	as	csa
they	they	pphs2
did	do	vdd
before	before	cs_ii
the	the	at
war	war	nn1
.	.	y
