@@180790	##	fo
On	on	ii
the	the	at
eve	eve	nnt1
of	of	io
Bastille	bastille	np1
Day	day	np1
(	(	y
July	july	npm1
14	14	mc
)	)	y
the	the	at
French	french	jj_nn1
Government	government	nn1
made	make	vvd_vvn
a	a	at1
revolutionary	revolutionary	jj
announcement	announcement	nn1
:	:	y
the	the	at
guillotine	guillotine	nn1
,	,	y
which	which	ddq
like	like	vv0@_ii
military	military	jj
conscription	conscription	nn1
,	,	y
is	be	vbz
one	one	mc1
of	of	io
the	the	at
fruits	fruit	nn2
of	of	io
the	the	at
French	french	jj_nn1
Revolution	revolution	nn1
,	,	y
is	be	vbz
about	about	rpk
to	to	to
go	go	vvi
the	the	at
way	way	nn1
of	of	io
the	the	at
auto-da-fe	auto-da-fe	nn1_jj
as	as	ii_csa
an	an	at1
instrument	instrument	nn1
of	of	io
human	human	jj_nn1
justice	justice	nn1
.	.	y
Henceforth	henceforth	rt
condemned	condemn	jj_vvd_vvn
Frenchmen	frenchman	nn2
will	will	vm
not	not	xx
have	have	vhi
to	to	to
lie	lie	vvi
down	down	rp
and	and	cc
bare	bare	vvi
their	their	appge
necks	neck	nn2
to	to	ii
the	the	at
falling	fall	jj@
knife	knife	nn1
;	;	y
they	they	pphs2
may	may	vm
,	,	y
as	as	cs31
soon	soon	cs32
as	as	cs33
transportation	transportation	nn1
and	and	cc
the	the	at
French	french	jj_nn1
electric-power	electric-power	jj_nn1
shortage	shortage	nn1
permit	permit	vv0_nn1@
,	,	y
sit	sit	vv0
down	down	rp
in	in	ii
a	a	at1
shiny	shiny	jj
new	new	jj
,	,	y
U.S.-made	u.s.-made	jj
electric	electric	jj
chair	chair	nn1
.	.	y
