@@176212	##	fo
ARMED	armed	jj
FORCES	force	nn2
<P>	<p>	null	
Selective	selective	jj
Service	service	nn1
officials	official	nn2
were	be	vbdr
well	well	jj
aware	aware	jj
that	that	cst
Harry	harry	np1
Truman	truman	np1
wanted	want	vvd
no	no	at
draftees	draftee	nn2
sent	send	vvn
off	off	rp
to	to	ii
training	training	nn1_vvg@
camps	camp	nn2
until	until	cs
after	after	ii_cs
Election	election	nn1
Day	day	nnt1_np1
.	.	y
Furthermore	furthermore	rr
,	,	y
the	the	at
armed	armed	jj
services	service	nn2
'	'	ge
volunteer	volunteer	nn1
recruiting	recruiting	nn1_vvg
campaign	campaign	nn1
was	be	vbdz
going	go	vvg
great	great	jj
guns	gun	nn2
.	.	y
So	so	rr
,	,	y
last	last	md
week	week	nnt1
,	,	y
Selective	selective	jj
Service	service	nn1
officials	official	nn2
had	have	vhd
no	no	at
trouble	trouble	nn1
finding	find	vvg
several	several	da2
operational	operational	jj
reasons	reason	nn2
for	for	if
putting	put	vvg
off	off	ii_rp
the	the	at
start	start	nn1
of	of	io
inductions	induction	nn2
to	to	ii
the	the	at
second	second	md
week	week	nnt1
of	of	io
November	november	npm1
.	.	y
