@@259081	##	fo
Longer	long	rrr
than	than	csn
any	any	dd
ruddy	ruddy	jj
Briton	briton	nn1
likes	like	vvz_nn2
to	to	to
talk	talk	vvi
about	about	ii
,	,	y
there	there	ex
has	have	vhz
been	be	vbn
no	no	at
authentic	authentic	jj
Scotch	scotch	jj_nn1
whiskey	whiskey	nn1
on	on	ii
sale	sale	nn1
in	in	ii
Britain	britain	np1
;	;	y
practically	practically	rr
all	all	db
bottled	bottled	jj
stock	stock	nn1
was	be	vbdz
shipped	ship	vvn
to	to	ii
the	the	at
U.S.	u.s.-	np1
in	in	ii
exchange	exchange	nn1
for	for	if
war	war	nn1
material	material	nn1
.	.	y
Last	last	md
week	week	nnt1
a	a	at1
news	news	nn1
item	item	nn1
parched	parched	jj
British	british	jj
tongues	tongue	nn2
more	more	rrr
than	than	csn
ever	ever	rr
.	.	y
<P>	<p>	null	
Liberal	liberal	jj
Lord	lord	nnb
Rosebery	rosebery	np1
,	,	y
Regional	regional	jj
Commissioner	commissioner	nn1
for	for	if
Scotland	scotland	np1
,	,	y
announced	announce	vvd_vvn
that	that	cst
some	some	dd
17,000,000	17,000,000	mc
gallons	gallon	nnu2
of	of	io
aging	aging	jj_vvg
Scotch	scotch	jj_nn1
whiskey	whiskey	nn1
have	have	vh0
now	now	rt
been	be	vbn
buried	bury	vvn
in	in	ii
"	"	"
abandoned	abandon	jj@
caves	cave	nn2
and	and	cc
other	other	jj
remote	remote	jj
and	and	cc
inaccessible	inaccessible	jj
places	place	nn2
.	.	y
"	"	"
Lord	lord	nnb
Rosebery	rosebery	np1
,	,	y
who	who	pnqs
has	have	vhz
a	a	at1
tasteful	tasteful	jj
appreciation	appreciation	nn1
for	for	if
good	good	jj
art	art	nn1
,	,	y
good	good	jj
horses	horse	nn2
and	and	cc
good	good	jj
whiskey	whiskey	nn1
,	,	y
ruefully	ruefully	rr
added	add	vvd_vvn
:	:	y
"	"	"
A	a	zz1_at1@
single	single	jj
enemy	enemy	nn1
plane	plane	nn1
.	.	y
.	.	y
.	.	y
with	with	iw
no	no	at
idea	idea	nn1
of	of	io
specific	specific	jj
target	target	nn1
,	,	y
dropped	drop	vvd_vvn
a	a	at1
single	single	jj
bomb	bomb	nn1
which	which	ddq
fell	fall	vvd
plumb	plumb	rr_vv0
on	on	rp@_ii
.	.	y
.	.	y
.	.	y
70,000	70,000	mc
gallons	gallon	nnu2
.	.	y
That	that	dd1
shows	show	vvz
what	what	ddq
we	we	ppis2
're	be	vbr
up	up	rp
against	against	ii
.	.	y
"	"	"
