@@170220	##	fo
The	the	at
editor	editor	nn1
of	of	io
the	the	at
Oxford	oxford	np1
his	his	ppge@
was	be	vbdz
worried	worry	vvn@_jj
about	about	ii
the	the	at
low	low	jj
estate	estate	nn1
into	into	ii
which	which	ddq
rowing	rowing	nn1
had	have	vhd
fallen	fall	vvn
in	in	ii
the	the	at
University	university	nn1
.	.	y
Wrote	write	vvd
he	he	pphs1
last	last	md
week	week	nnt1
:	:	y
"	"	"
There	there	ex
is	be	vbz
no	no	at
eight	eight	mc
of	of	io
outstanding	outstanding	jj
merit	merit	nn1
.	.	y
As	as	cs31
long	long	cs32
as	as	cs33
the	the	at
number	number	nn1
of	of	io
science	science	nn1
students	student	nn2
remains	remain	vvz
at	at	ii
its	its	appge
present	present	jj_nn1
level	level	nn1
.	.	y
.	.	y
.	.	y
adequate	adequate	jj
time	time	nnt1
for	for	if
practice	practice	nn1
will	will	vm
remain	remain	vvi
a	a	at1
serious	serious	jj
obstacle	obstacle	nn1
.	.	y
"	"	"
<P>	<p>	null	
Quipped	quip	jj@_np1@	
Columnist	columnist	nn1
"	"	"
William	william	np1
Hickey	hickey	np1
"	"	"
of	of	io
London	london	np1
's	's	ge
Daily	daily	jj
Express	express	nn1
:	:	y
"	"	"
Alas	alas	uh
,	,	y
poor	poor	jj
Oxford	oxford	np1
!	!	!
Torn	torn	jj@
'	'	ge
twixt	twixt	nn1
atom	atom	nn1
and	and	cc
rowlock	rowlock	nn1
,	,	y
the	the	at
sliding	slide	jj
world	world	nn1
and	and	cc
the	the	at
sliding	slide	jj
seat	seat	nn1
...	....	...
"	"	"
