@@226874	##	fo
The	the	at
prospect	prospect	nn1
had	have	vhd
Mexican	mexican	jj
Movie	movie	nn1
Actress	actress	nn1
Maria	maria	np1
Felix	felix	np1
biting	bite	vvg
her	her	appge
nails	nail	nn2
.	.	y
She	she	pphs1
was	be	vbdz
afraid	afraid	jj
that	that	cst
in	in	ii
her	her	appge
new	new	jj
picture	picture	nn1
,	,	y
Rio	rio	np1
Escondido	escondido	np1
,	,	y
a	a	at1
bit-player	bit-player	nn1	
would	would	vm
steal	steal	vvi
the	the	at
show	show	nn1
.	.	y
The	the	at
bit-player	bit-player	nn1_jj	
:	:	y
President	president	nnb
Miguel	miguel	np1
Alemn	alemn	np1	
,	,	y
playing	play	vvg
himself	himself	ppx1
when	when	cs_rrq
he	he	pphs1
presents	present	vvz
Maria	maria	np1
Felix	felix	np1
as	as	ii_csa
a	a	at1
schoolma'am	schoolma'am	nn1_vv0
an	an	at1
award	award	nn1
for	for	if
her	her	appge
fight	fight	nn1
against	against	ii
illiteracy	illiteracy	nn1
.	.	y
For	for	if
Alemn	alemn	np1_nn1
,	,	y
who	who	pnqs
knew	know	vvd
Hollywood	hollywood	np1
well	well	rr
in	in	ii
pre-presidential	pre-presidential	jj
days	day	nnt2
and	and	cc
who	who	pnqs
is	be	vbz
now	now	rt
anxious	anxious	jj
to	to	to
give	give	vvi
Mexican	mexican	jj
movies	movie	nn2
a	a	at1
hand	hand	nn1
up	up	rp
,	,	y
it	it	pph1
would	would	vm
be	be	vbi
a	a	at1
screen	screen	nn1
debut	debut	nn1
.	.	y
Said	say	vvd
famed	famed	jj
Director	director	nn1
"	"	"
El	el	np1
Indio	indio	np1
"	"	"
Fernandez	fernandez	np1
last	last	md
week	week	nnt1
,	,	y
readying	ready	vvg_jj@
camera	camera	nn1
,	,	y
lights	light	nn2
and	and	cc
greasepaint	greasepaint	vv0_nn1	
:	:	y
"	"	"
I	i	ppis1
'm	be	vbm
sure	sure	jj_rr%
the	the	at
President	president	nn1
wo	will	vm
n't	n't	xx
need	need	vvi
any	any	dd
coaching	coach	nn1
,	,	y
but	but	ccb
if	if	cs
he	he	pphs1
does	do	vdz
,	,	y
you	you	ppy
can	can	vm
bet	bet	vvi
that	that	cst
I	i	ppis1
'll	will	vm
give	give	vvi
it	it	pph1
to	to	ii
him	him	ppho1
.	.	y
"	"	"
