@@258279	##	fo
The	the	at
Nazis	nazi	nn2
'	'	ge
6	6	mc
p.m.	p.m.	ra
curfew	curfew	nn1
on	on	ii
Rome	rome	np1
forced	force	vvd
Pope	pope	nnb
Pius	piu	np1
XII	xii	mc
to	to	to
omit	omit	vvi
his	his	appge
customary	customary	jj
midnight	midnight	nnt1
Mass	mass	nn1_np1
,	,	y
substitute	substitute	vv0
a	a	at1
private	private	jj
Mass	mass	nn1
at	at	ii
5	5	mc
p.m	pm	ra
.	.	y
<P>	<p>	null	
But	but	ccb
the	the	at
Nazis	nazi	nn2
did	do	vdd
not	not	xx
shut	shut	vvi
down	down	rp_ii@
Radio	radio	nn1_np1%
Vaticana	vaticana	np1_nn1@	
.	.	y
Speaking	speak	vvg
in	in	ii
Italian	italian	nn1_jj
,	,	y
from	from	ii
the	the	at
modern	modern	jj
station	station	nn1
on	on	ii
the	the	at
highest	high	jjt
terrace	terrace	nn1
of	of	io
the	the	at
Vatican	vatican	np1
Hill	hill	nnl1
,	,	y
Pius	piu	np1
XII	xii	mc
addressed	address	vvd_vvn
a	a	at1
39-minute	39-minute	jj	
Christmas	christmas	nnt1
message	message	nn1
to	to	ii
the	the	at
world	world	nn1
.	.	y
<P>	<p>	null	
The	the	at
Pope	pope	np1_nn1
observed	observe	vvd_vvn
that	that	dd1_cst
mankind	mankind	nn1
had	have	vhd
lost	lose	vvn
its	its	appge
way	way	nn1
to	to	ii
the	the	at
manger	manger	nn1
of	of	io
Bethlehem	bethlehem	np1
,	,	y
expressed	express	vvd_vvn
the	the	at
hope	hope	nn1
that	that	cst
the	the	at
way	way	nn1
might	might	vm
be	be	vbi
found	find	vvn
again	again	rt
before	before	cs_ii
another	another	dd1
Christmas	christmas	nnt1
comes	come	vvz
.	.	y
He	he	pphs1
said	say	vvd
:	:	y
"	"	"
Ruins	ruin	nn2_vvz@
all	all	rr
over	over	ii
the	the	at
world	world	nn1
are	be	vbr
increasing	increase	vvg_jj
.	.	y
Humanity	humanity	nn1
is	be	vbz
suffering	suffering	jj_vvg
and	and	cc
we	we	ppis2
all	all	db
see	see	vv0
this	this	dd1
conflict	conflict	nn1
degenerating	degenerate	vvg
into	into	ii
something	something	pn1
more	more	dar_rgr_rrr
and	and	cc
more	more	rgr
terrible	terrible	jj
.	.	y
Reason	reason	nn1_vv0@
and	and	cc
spirit	spirit	nn1
seem	seem	vv0
to	to	to
be	be	vbi
darkened	darken	vvn
throughout	throughout	ii
the	the	at
world	world	nn1
.	.	y
Christ	christ	np1
only	only	rr
can	can	vm
deliver	deliver	vvi
humanity	humanity	nn1
.	.	y
.	.	y
.	.	y
.	.	y
To	to	ii_to@
work	work	nn1_vvi
,	,	y
dearest	dear	jjt
brothers	brother	nn2
,	,	y
do	do	vd0
not	not	xx
stand	stand	vvi
idle	idle	jj
.	.	y
Let	let	vv0
us	us	ppio2
start	start	vvi
the	the	at
reconstruction	reconstruction	nn1
of	of	io
the	the	at
world	world	nn1
.	.	y
"	"	"
