@@170124	##	fo
The	the	at
hand	hand	nn1
that	that	cst
rocks	rock	vvz%_nn2
the	the	at
cradle	cradle	nn1
in	in	ii
the	the	at
U.S.	u.s.-	np1
is	be	vbz
getting	get	vvg
younger	young	jjr
.	.	y
In	in	ii
its	its	appge
current	current	jj
Bulletin	bulletin	nn1
,	,	y
the	the	at
Population	population	nn1
Reference	reference	nn1
Bureau	bureau	nn1
of	of	io
Washington	washington	np1
predicts	predict	vvz
that	that	cst
virtually	virtually	rr
all	all	db
U.S.	u.s.-	np1
babies	baby	nn2
may	may	vm
eventually	eventually	rr
be	be	vbi
born	born	vvn
to	to	ii
women	woman	nn2
under	under	rg
35	35	mc
.	.	y
<P>	<p>	null	
In	in	ii
an	an	at1
earlier	early	jjr
day	day	nnt1
,	,	y
many	many	da2
a	a	at1
mother	mother	nn1
had	have	vhd
babies	baby	nn2
after	after	ii
40	40	mc
;	;	y
today	today	rt
the	the	at
birth	birth	nn1
rate	rate	nn1
in	in	ii
that	that	dd1
age	age	nn1
group	group	nn1
is	be	vbz
only	only	jj_rr
half	half	nn1@_db_rr@
what	what	ddq
it	it	pph1
was	be	vbdz
in	in	ii
1918	1918	mc
.	.	y
The	the	at
birth	birth	nn1
rate	rate	nn1
for	for	if
teen-aged	teen-aged	jj_nn1
women	woman	nn2
(	(	y
15	15	mc
to	to	ii
19	19	mc
)	)	y
has	have	vhz
increased	increase	vvn
one-third	one-third	mf
,	,	y
while	while	cs
that	that	dd1
for	for	if
the	the	at
35	35	mc
to	to	ii
39	39	mc
group	group	nn1
has	have	vhz
decreased	decrease	vvn
one-third	one-third	mf
.	.	y
<P>	<p>	null	
The	the	at
Bulletin	bulletin	nn1
finds	find	vvz
this	this	dd1
trend	trend	nn1
good	good	jj_nn1%
:	:	y
it	it	pph1
helps	help	vvz
reduce	reduce	vvi
infant	infant	nn1
and	and	cc
maternal	maternal	jj
mortality	mortality	nn1
,	,	y
gives	give	vvz
women	woman	nn2
"	"	"
a	a	at1
greater	great	jjr
opportunity	opportunity	nn1
to	to	to
become	become	vvi
active	active	jj
in	in	ii
the	the	at
general	general	jj_nn1
affairs	affair	nn2
of	of	io
the	the	at
nation	nation	nn1
.	.	y
"	"	"
