@@258179	##	fo
For	for	if
the	the	at
sixth	sixth	md
time	time	nnt1
in	in	ii_rp@
as	as	rg@
many	many	da2
nights	night	nnt2
the	the	at
frustrated	frustrated	jj
,	,	y
vengeful	vengeful	jj
Luftwaffe	luftwaffe	np1
came	come	vvd
over	over	ii_rp
London	london	np1
.	.	y
The	the	at
raiders	raider	nn2
were	be	vbdr
few	few	da2
and	and	cc
fast	fast	rr_jj
.	.	y
<P>	<p>	null	
One	one	mc1
night	night	nnt1
the	the	at
alert	alert	nn1@_jj
lasted	last	vvd
only	only	rr
half	half	db
an	an	at1
hour	hour	nnt1
.	.	y
But	but	ccb
one	one	mc1
heavy	heavy	jj
bomb	bomb	nn1
plumbed	plumb	vvn_vvd
into	into	ii
a	a	at1
crowded	crowded	jj
dance	dance	nn1
hall	hall	nn1
and	and	cc
milk-bar	milk-bar	nn1_jj	
.	.	y
When	when	cs
the	the	at
dust	dust	nn1
of	of	io
the	the	at
blast	blast	nn1
had	have	vhd
settled	settle	vvn
,	,	y
the	the	at
district	district	nn1
all	all	db_rr@
around	around	rp_rg@
looked	look	vvd_vvn
to	to	ii
eyewitnesses	eyewitness	nn2
"	"	"
like	like	ii
a	a	at1
battlefield	battlefield	nn1
,	,	y
"	"	"
recalled	recall	vvd_vvn
the	the	at
horrors	horror	nn2
of	of	io
the	the	at
blitz	blitz	nn1
and	and	cc
jarred	jar	vvd_jj@
Londoners	londoner	nn2
out	out	ii21
of	of	ii22
their	their	appge
recent	recent	jj
tendency	tendency	nn1
to	to	to
ignore	ignore	vvi
air-raid	air-raid	jj_nn1
alarms	alarm	nn2
.	.	y
<P>	<p>	null	
Within	within	ii
the	the	at
skeleton	skeleton	nn1
walls	wall	nn2
of	of	io
the	the	at
dance	dance	nn1
hall	hall	nn1
lay	lay	vvd_vv0
a	a	at1
heap	heap	nn1
of	of	io
debris	debris	nn1
.	.	y
The	the	at
roof	roof	nn1
had	have	vhd
crashed	crash	vvn
upon	upon	ii
the	the	at
dancers	dancer	nn2
.	.	y
Fires	fire	nn2
licked	lick	vvn_vvd
over	over	ii_rp
the	the	at
ruins	ruin	nn2
.	.	y
Rescue	rescue	vv0_nn1
squads	squad	nn2
fashioned	fashion	vvd_vvn
a	a	at1
runway	runway	nn1
over	over	ii
plaster	plaster	nn1
and	and	cc
planks	plank	nn2
and	and	cc
bodies	body	nn2
to	to	to
get	get	vvi
out	out	rp
the	the	at
mangled	mangled	jj@
living	living	nn1_jj
and	and	cc
dead	dead	jj
.	.	y
Those	those	dd2
who	who	pnqs
had	have	vhd
stood	stand	vvn
at	at	ii
the	the	at
milk-bar	milk-bar	jj_nn1
counter	counter	nn1
had	have	vhd
been	be	vbn
killed	kill	vvn
.	.	y
Dead	dead	jj
and	and	cc
injured	injure	vvn
sprawled	sprawl	vvn_vvd
in	in	ii
every	every	at1
neighboring	neighboring	jj@_nn1@
doorway	doorway	nn1
.	.	y
