@@169824	##	fo
Rome	rome	np1
quietly	quietly	rr
announced	announce	vvn_vvd
that	that	cst
the	the	at
lira	lira	nnu
was	be	vbdz
now	now	rt
worth	worth	ii
225	225	mc
to	to	ii
the	the	at
dollar	dollar	nnu1
;	;	y
a	a	at1
month	month	nnt1
ago	ago	ra
the	the	at
rate	rate	nn1
was	be	vbdz
100	100	mc
to	to	ii
the	the	at
dollar	dollar	nnu1
.	.	y
The	the	at
reduction	reduction	nn1
had	have	vhd
been	be	vbn
gradual	gradual	jj
.	.	y
Not	not	xx
once	once	rr
during	during	ii
the	the	at
30-day	30-day	jj_nnt1
process	process	nn1
had	have	vhd
the	the	at
Finance	finance	nn1
Ministry	ministry	nn1
used	use	vvd_vvn
the	the	at
painful	painful	jj
word	word	nn1
"	"	"
devaluation	devaluation	nn1
.	.	y
"	"	"
It	it	pph1
merely	merely	rr
reported	report	vvd
"	"	"
variations	variation	nn2
"	"	"
of	of	io
the	the	at
lira	lira	nnu
's	's	ge
value	value	nn1
.	.	y
