@@229970	##	fo
Where	where	rrq_cs
the	the	at
Mony	mony	nn1_np1
Goes	go	vvz
<P>	<p>	null	
The	the	at
Associated	associate	jj
Press	press	nn1
took	take	vvd
a	a	at1
look	look	nn1
at	at	ii
the	the	at
$500	$500	nnu
million	million	m
in	in	ii
pay	pay	nn1
raises	raise	vvz_nn2%
voted	vote	vvn
by	by	ii
Congress	congress	nn1
and	and	cc
made	make	vvd_vvn
a	a	at1
few	few	da2
rapid-fire	rapid-fire	jj
calculations	calculation	nn2
about	about	ii
the	the	at
costs	cost	nn2
of	of	io
Big	big	jj
Government	government	nn1
The	the	at
federal	federal	jj
payroll	payroll	nn1
(	(	y
including	including	ii
the	the	at
armed	armed	jj
services	service	nn2
)	)	y
is	be	vbz
now	now	rt
over	over	rg
$10	$10	nnu
billion	billion	m
a	a	at1
year	year	nnt1
.	.	y
<P>	<p>	null	
Six	six	mc
of	of	io
every	every	at1
100	100	mc
workers	worker	nn2
are	be	vbr
directly	directly	rr
in	in	ii
the	the	at
pay	pay	nn1
of	of	io
the	the	at
U.S.	u.s.-	np1
Government	government	nn1
.	.	y
The	the	at
Government	government	nn1
payroll	payroll	nn1
alone	alone	rr
costs	cost	vvz
each	each	dd1
federal	federal	jj
income	income	nn1
taxpayer	taxpayer	nn1
$227	$227	nnu
a	a	at1
year	year	nnt1
.	.	y
