@@160137	##	fo
After	after	ii
all	all	db
,	,	y
it	it	pph1
had	have	vhd
been	be	vbn
14	14	mc
long	long	jj
years	year	nnt2
since	since	cs_ii@
the	the	at
fading	fade	jj@
voice	voice	nn1
of	of	io
the	the	at
Republican	republican	nn1_jj@
Party	party	nn1
had	have	vhd
been	be	vbn
the	the	at
voice	voice	nn1
of	of	io
the	the	at
U.S.	u.s.-	np1
in	in	ii
the	the	at
far	far	jj
corners	corner	nn2
of	of	io
the	the	at
earth	earth	nn1
.	.	y
And	and	cc
a	a	rr21@_at1
lot	lot	rr22_nn1
,	,	y
to	to	to
put	put	vvi
it	it	pph1
mildly	mildly	rr
,	,	y
had	have	vhd
happened	happen	vvn
since	since	ii
then	then	rt
.	.	y
Last	last	md
week	week	nnt1
the	the	at
Persians	persian	nn2
who	who	pnqs
operate	operate	vv0
Teheran	teheran	np1
's	's	ge
powerful	powerful	jj
broadcasting	broadcasting	nn1_jj@
station	station	nn1
reported	report	vvd_vvn
:	:	y
"	"	"
The	the	at
Communists	communist	nn2
have	have	vh0
won	win	vvn
control	control	nn1
of	of	io
the	the	at
U.S.	u.s.-	np1
Government	government	nn1
.	.	y
"	"	"
Instantly	instantly	rr
Persian	persian	jj
officials	official	nn2
were	be	vbdr
bombarded	bombard	vvn
by	by	ii
inquiries	inquiry	nn2
.	.	y
One	one	pn1
attributed	attribute	vvd
the	the	at
mistake	mistake	nn1
to	to	ii
the	the	at
fact	fact	nn1
that	that	cst
the	the	at
U.S.	u.s.-	np1
elections	election	nn2
were	be	vbdr
"	"	"
won	win	vvn
by	by	ii
a	a	at1
new	new	jj
political	political	jj
party	party	nn1
with	with	iw
a	a	at1
name	name	nn1
we	we	ppis2
've	have	vh0
never	never	rr
heard	hear	vvn
of	of	io
before	before	rt
.	.	y
"	"	"
