@@227481	##	fo
Belgium	belgium	np1
's	's	ge
Christian	christian	jj
Socialists	socialist	nn2
,	,	y
who	who	pnqs
had	have	vhd
fallen	fall	vvn
just	just	rr
short	short	jj
of	of	io
an	an	at1
absolute	absolute	jj
majority	majority	nn1
(	(	y
TIME	time	nnt1
,	,	y
July	july	npm1
4	4	mc
)	)	y
,	,	y
last	last	md
week	week	nnt1
sought	seek	vvd_vvn
to	to	to
form	form	vvi
a	a	at1
coalition	coalition	nn1
cabinet	cabinet	nn1
.	.	y
Premier-designate	premier-designate	jj	
Paul	paul	np1
van	van	np1
Zeeland	zeeland	np1
pledged	pledge	vvd
an	an	at1
"	"	"
unflinching	unflinching	jj
"	"	"
fight	fight	nn1
for	for	if
return	return	nn1
of	of	io
exiled	exile	jj
King	king	nnb
Leopold	leopold	np1
III	iii	mc
.	.	y
The	the	at
Liberal	liberal	jj
Party	party	nn1
shunned	shun	vvd_vvn
"	"	"
rash	rash	jj_nn1
decisions	decision	nn2
"	"	"
on	on	ii
the	the	at
royal	royal	jj
question	question	nn1
;	;	y
they	they	pphs2
wanted	want	vvd
tax	tax	nn1
cuts	cut	vvz_nn2
first	first	md
.	.	y
The	the	at
Socialists	socialist	nn2
growled	growl	vvd
ominously	ominously	rr
:	:	y
if	if	cs
Leopold	leopold	np1
came	come	vvd
back	back	rp
,	,	y
they	they	pphs2
would	would	vm
call	call	vvi
a	a	at1
general	general	jj_nn1
strike	strike	nn1
.	.	y
As	as	ii_csa
the	the	at
tense	tense	jj_nn1@
maneuvering	maneuver	nn1@_vvg
between	between	ii
the	the	at
parties	party	nn2
continued	continue	vvd_vvn
,	,	y
it	it	pph1
seemed	seem	vvd
that	that	cst
Belgium	belgium	np1
's	's	ge
royal	royal	jj
question	question	nn1
would	would	vm
have	have	vhi
no	no	at
easy	easy	jj
answer	answer	nn1
.	.	y
