@@176015	##	fo
London	london	np1
's	's	ge
Times	time	nnt2
,	,	y
Daily	daily	jj
Express	express	nn1
,	,	y
Daily	daily	jj
Telegraph	telegraph	nn1
and	and	cc
Financial	financial	jj
Times	time	nnt2
last	last	md
week	week	nnt1
inaugurated	inaugurate	vvd
a	a	at1
new	new	jj
air-express	air-express	jj	
delivery	delivery	nn1
to	to	ii
the	the	at
U.S.	u.s.-	np1
All	all	db
morning	morning	nnt1
papers	paper	nn2
,	,	y
they	they	pphs2
appeared	appear	vvd
on	on	ii
Manhattan	manhattan	np1
newsstands	newsstand	vvz	
the	the	at
afternoon	afternoon	nnt1
of	of	io
publication	publication	nn1
day	day	nnt1
,	,	y
thanks	thanks	nn2
to	to	ii
the	the	at
five	five	mc
hours	hour	nnt2
'	'	ge
difference	difference	nn1
in	in	ii
time	time	nnt1
between	between	ii
New	new	np1
York	york	np1
and	and	cc
London	london	np1
.	.	y
None	none	pn
of	of	io
the	the	at
papers	paper	nn2
expected	expect	vvd_vvn
to	to	to
gain	gain	vvi
much	much	rr_da1
U.S.	u.s.-	np1
circulation	circulation	nn1
;	;	y
they	they	pphs2
had	have	vhd
no	no	at
newsprint	newsprint	nn1
to	to	to
fill	fill	vvi
it	it	pph1
if	if	cs
they	they	pphs2
did	do	vdd
.	.	y
But	but	ccb
the	the	at
estimated	estimate	jj@
1,300	1,300	mc
copies	copy	nn2
being	be	vbg
sent	send	vvn
off	off	rp
were	be	vbdr
good	good	jj
publicity	publicity	nn1
and	and	cc
a	a	at1
way	way	nn1
of	of	io
picking	pick	vvg
up	up	rp
a	a	at1
few	few	da2
Yankee	yankee	nn1
dollars	dollar	nnu2
.	.	y
