@@225100	##	fo
German	german	jj_nn1
aviators	aviator	nn2
are	be	vbr
pretty	pretty	rg
good	good	jj
at	at	ii
knocking	knock	vvg
out	out	rp
Russian	russian	jj
airfields	airfield	nn2
(	(	y
see	see	vv0
cut	cut	nn1_jj@
)	)	y
,	,	y
not	not	xx
so	so	rg_rr
good	good	jj
over	over	ii
cities	city	nn2
.	.	y
Said	say	vvd
a	a	at1
German	german	jj_nn1
report	report	nn1
of	of	io
Leningrad	leningrad	np1
's	's	ge
air-raid	air-raid	jj_nn1
defense	defense	nn1
after	after	ii
eight	eight	mc
weeks	week	nnt2
of	of	io
siege	siege	nn1
:	:	y
"	"	"
It	it	pph1
is	be	vbz
much	much	rr_da1
stronger	strong	jjr
than	than	csn
that	that	dd1
German	german	jj_nn1
flyers	flyer	nn2
have	have	vh0
experienced	experience	vvn
over	over	ii
England	england	np1
or	or	cc
anywhere	anywhere	rl
else	else	rr
since	since	cs_ii@
the	the	at
beginning	beginning	nn1
of	of	io
the	the	at
war	war	nn1
.	.	y
"	"	"
