@@169121	##	fo
Last	last	md
week	week	nnt1
Gallup	gallup	np1
pollsters	pollster	nn2
reported	report	vvd_vvn
:	:	y
1	1	mc1
)	)	y
90%	90%	nnu
of	of	io
Canadians	canadian	nn2
want	want	vv0
the	the	at
Dominion	dominion	nn1
to	to	to
join	join	vvi
a	a	at1
security	security	nn1
organization	organization	nn1
;	;	y
2	2	mc
)	)	y
76%	76%	nnu
approve	approve	vv0
participation	participation	nn1
by	by	ii
Canadians	canadian	nn2
in	in	ii
an	an	at1
international	international	jj
police	police	nn2
force	force	nn1
;	;	y
3	3	mc
)	)	y
but	but	ccb
only	only	rr
39%	39%	nnu
approve	approve	vv0
participation	participation	nn1
while	while	cs
Canada	canada	np1
,	,	y
as	as	csa_ii
a	a	at1
small	small	jj
nation	nation	nn1
,	,	y
lacks	lack	vvz
a	a	at1
permanent	permanent	jj
seat	seat	nn1
on	on	ii
the	the	at
council	council	nn1
that	that	cst_dd1
controls	control	vvz
the	the	at
police	police	nn2
.	.	y
