@@176211	##	fo
The	the	at
armed	armed	jj
services	service	nn2
,	,	y
which	which	ddq
have	have	vh0
been	be	vbn
in	in	ii
an	an	at1
unseemly	unseemly	rr_jj@
scrap	scrap	vv0_nn1
over	over	rp_ii
functions	function	nn2
and	and	cc
prerogatives	prerogative	nn2
ever	ever	rr
since	since	cs
they	they	pphs2
were	be	vbdr
put	put	vvn
under	under	rg
one	one	mc1
boss	boss	nn1
13	13	mc
months	month	nnt2
ago	ago	ra
,	,	y
were	be	vbdr
put	put	vvn
in	in	ii
positions	position	nn2
where	where	cs_rrq
they	they	pphs2
could	could	vm
carry	carry	vvi
on	on	rp
the	the	at
fight	fight	nn1
under	under	rg
one	one	mc1
roof	roof	nn1
.	.	y
From	from	ii
its	its	appge
headquarters	headquarters	nn
on	on	ii
Constitution	constitution	np1
Avenue	avenue	nnl1
,	,	y
the	the	at
Navy	navy	nn1
high	high	jj_rr@
command	command	nn1_vv0
last	last	md
week	week	nnt1
started	start	vvd
moving	move	vvg
across	across	ii
the	the	at
Potomac	potomac	np1_jj@_nn1@
to	to	to
join	join	vvi
the	the	at
Army	army	nn1
and	and	cc
Air	air	nn1
Force	force	nn1
in	in	ii
the	the	at
Pentagon	pentagon	np1_nn1@
.	.	y
