@@179906	##	fo
The	the	at
barbaric	barbaric	jj
American	american	jj
custom	custom	nn1
of	of	io
drinking	drink	vvg_nn1
water	water	nn1
with	with	iw
meals	meal	nn2
washed	wash	vvn_vvd
up	up	ii21
to	to	ii22
the	the	at
House	house	nn1
of	of	io
Commons	common	np
last	last	md
week	week	nnt1
.	.	y
Craggy	craggy	np1@_jj	
,	,	y
grey-haired	grey-haired	jj
M.P	mp	np1
.	.	y
Eleanor	eleanor	np1
Rathbone	rathbone	np1_nn1
and	and	cc
American-born	american-born	jj_nn1
Lady	lady	nnb
Astor	astor	np1
protested	protest	vvd
that	that	cst
U.S.	u.s.-	np1
soldiers	soldier	nn2
were	be	vbdr
being	be	vbg
denied	deny	vvn_jj@
water	water	nn1
by	by	ii
British	british	jj
waiters	waiter	nn2
(	(	y
who	who	pnqs
,	,	y
like	like	ii
all	all	db
European	european	jj
waiters	waiter	nn2
,	,	y
spring	spring	nn1_vv0@
from	from	ii
a	a	at1
line	line	nn1
of	of	io
camels	camel	nn2
and	and	cc
believe	believe	vv0
it	it	pph1
is	be	vbz
sacrilege	sacrilege	nn1
to	to	to
mix	mix	vvi
water	water	nn1
and	and	cc
food	food	nn1
at	at	ii
the	the	at
same	same	da
time	time	nnt1
)	)	y
.	.	y
U.S.	u.s.-	np1
soldiers	soldier	nn2
,	,	y
said	say	vvd
M.P	mp	np1
.	.	y
Eleanor	eleanor	np1
,	,	y
were	be	vbdr
being	be	vbg
forced	force	vvn
to	to	to
order	order	vvi
mineral	mineral	nn1
waters	water	nn2_vvz
and	and	cc
beer	beer	nn1
with	with	iw
their	their	appge
meals	meal	nn2
.	.	y
The	the	at
Government	government	nn1
pondered	ponder	vvd
the	the	at
case	case	nn1
,	,	y
passed	pass	vvd_vvn
it	it	pph1
off	off	rp
lightly	lightly	rr
by	by	ii
noting	note	vvg
that	that	dd1_cst
British	british	jj
beer	beer	nn1
is	be	vbz
now	now	rt
so	so	rr
watered	water	vvn_vvd
down	down	rp
that	that	cst_rg%
many	many	da2
consider	consider	vv0
it	it	pph1
no	no	at_rr%
more	more	dar_rrr
than	than	csn
water	water	nn1
anyway	anyway	rr
.	.	y
