@@155556	##	fo
Last	last	md
week	week	nnt1
Marshal	marshal	nnb
Henri	henri	np1
Philippe	philippe	np1
Ptain	ptain	nn1_jj
.	.	y
France	france	np1
's	's	ge
earnest	earnest	jj
Catholic	catholic	jj_nn1
Chief	chief	nn1
of	of	io
State	state	nn1_np1@
,	,	y
drafted	draft	vvd_vvn
a	a	at1
decree	decree	nn1
which	which	ddq
he	he	pphs1
hopes	hope	vvz
will	will	vm
keep	keep	vvi
French	french	jj_nn1
home	home	nn1
fires	fire	nn2
banked	bank	vvn_vvd
if	if	cs
not	not	xx
burning	burn	vvg_jj
.	.	y
<P>	<p>	null	
There	there	ex
will	will	vm
be	be	vbi
no	no	at_rr%
more	more	rgr
quick	quick	jj
divorce	divorce	nn1
in	in	ii
the	the	at
France	france	np1
that	that	cst
Vichy	vichy	np1
rules	rule	nn2_vvz@
.	.	y
Instead	instead	ii21
of	of	ii22
allowing	allow	vvg
couples	couple	nn2
20	20	mc
days	day	nnt2
to	to	to
think	think	vvi
things	thing	nn2
over	over	rp_ii
before	before	ii_rt@_cs
divorce	divorce	nn1_vv0
,	,	y
the	the	at
new	new	jj
law	law	nn1
will	will	vm
require	require	vvi
two	two	mc
years	year	nnt2
for	for	if
an	an	at1
attempted	attempted	jj
reconciliation	reconciliation	nn1
.	.	y
<P>	<p>	null	
A	a	at1
Ministry	ministry	nn1
of	of	io
Justice	justice	nn1_np1@
spokesman	spokesman	nn1
denied	deny	vvd_vvn
that	that	cst
Marshal	marshal	nnb
Petain	petain	np1
's	's	ge
new	new	jj
decree	decree	nn1
was	be	vbdz
dictated	dictate	vvn
by	by	ii
religious	religious	jj
considerations	consideration	nn2
,	,	y
insisted	insist	vvd
it	it	pph1
was	be	vbdz
one	one	mc1
more	more	dar
effort	effort	nn1
to	to	to
halt	halt	vvi
the	the	at
downward	downward	jj
spiral	spiral	nn1
of	of	io
France	france	np1
's	's	ge
birth	birth	nn1
rate	rate	nn1
.	.	y
<P>	<p>	null	
While	while	cs
Vichy	vichy	np1
was	be	vbdz
encouraging	encouraging	jj_vvg@
human	human	jj_nn1
procreation	procreation	nn1
in	in	ii
Unoccupied	unoccupied	jj
France	france	np1
,	,	y
German-occupied	german-occupied	jj_nn1
Paris	paris	np1
cracked	crack	vvd
down	down	rp
on	on	ii
animal	animal	nn1
increase	increase	nn1
.	.	y
The	the	at
Society	society	nn1
for	for	if
Protection	protection	nn1
of	of	io
Animals	animal	nn2
asked	ask	vvd
owners	owner	nn2
to	to	to
prevent	prevent	vvi
their	their	appge
cats	cat	nn2
and	and	cc
dogs	dog	nn2
from	from	ii
mating	mating	nn1_vvg_jj
.	.	y
Reason	reason	nn1_vv0@
:	:	y
food	food	nn1
is	be	vbz
so	so	rg_rr
scarce	scarce	jj
that	that	cst
Paris	paris	np1
pets	pet	nn2
are	be	vbr
already	already	rr
starving	starve	jj_vvg@
.	.	y
