@@158349	##	fo
From	from	ii
a	a	at1
hole	hole	nn1
in	in	ii
the	the	at
wall	wall	nn1
of	of	io
Mexico	mexico	np1
City	city	nn1
's	's	ge
penitentiary	penitentiary	nn1_jj
,	,	y
guards	guard	nn2
extracted	extract	vvd_vvn
a	a	at1
counterfeiting	counterfeiting	jj@_nn1@
outfit	outfit	nn1
and	and	cc
200	200	mc
phony	phony	jj
$20	$20	nnu
U.S.	u.s.-	np1
bills	bill	nn2
.	.	y
The	the	at
proprietor	proprietor	nn1
was	be	vbdz
inmate	inmate	nn1
Luis	luis	np1
Eduardo	eduardo	np1
Shelley	shelley	np1
Hernndez	hernndez	np1
,	,	y
counterfeiter	counterfeiter	nn1
extraordinary	extraordinary	jj
,	,	y
graduate	graduate	nn1
of	of	io
Atlanta	atlanta	np1
and	and	cc
Alcatraz	alcatraz	np1
.	.	y
<P>	<p>	null	
Born	born	vvn
in	in	ii
Venezuela	venezuela	np1
and	and	cc
claiming	claim	vvg
a	a	at1
Spanish	spanish	jj
father	father	nn1
who	who	pnqs
was	be	vbdz
once	once	rr
Ambassador	ambassador	nn1
to	to	ii
France	france	np1
,	,	y
Seor	seor	np1
Shelley	shelley	np1
's	's	ge
gentlemanliness	gentlemanliness	nn1
wrecked	wreck	vvd_vvn
his	his	appge
latest	late	jjt
effort	effort	nn1
.	.	y
In	in	ii31
return	return	ii32
for	for	ii33
some	some	dd
of	of	io
the	the	at
$20	$20	nnu
bills	bill	nn2
,	,	y
a	a	at1
fellow	fellow	jj_nn1
inmate	inmate	nn1
offered	offer	vvd_vvn
the	the	at
hand	hand	nn1
of	of	io
his	his	appge
daughter	daughter	nn1
,	,	y
not	not	xx
in	in	ii
marriage	marriage	nn1
.	.	y
When	when	cs
Shelley	shelley	np1
indignantly	indignantly	rr
refused	refuse	vvn_vvd
,	,	y
the	the	at
pimping	pimp	jj@_nn1@
parent	parent	nn1
betrayed	betray	vvd_vvn
the	the	at
man	man	nn1
of	of	io
honor	honor	nn1
to	to	ii
the	the	at
guards	guard	nn2
.	.	y
