@@304878	##	fo
Western	western	jj_np1
front	front	jj_nn1
correspondents	correspondent	nn2
last	last	md
week	week	nnt1
were	be	vbdr
permitted	permit	vvn
to	to	to
tell	tell	vvi
a	a	at1
story	story	nn1
three	three	mc
or	or	cc
four	four	mc
weeks	week	nnt2
old	old	jj
:	:	y
Supreme	supreme	jj
Allied	allied	jj
Commander	commander	nnb
General	general	nnb
Dwight	dwight	np1
D.	d.-	np1
Eisenhower	eisenhower	np1
had	have	vhd
been	be	vbn
a	a	at1
minor	minor	jj
casualty	casualty	nn1
.	.	y
<P>	<p>	null	
Flying	fly	vvg_nn1_jj
to	to	ii
his	his	appge
headquarters	headquarters	nn
in	in	ii
sticky	sticky	jj
weather	weather	nn1
,	,	y
the	the	at
General	general	nn1
's	's	ge
light	light	jj_nn1
plane	plane	nn1
had	have	vhd
to	to	to
land	land	vvi
on	on	ii_rp@
a	a	at1
narrow	narrow	jj
beach	beach	nn1
;	;	y
helping	help	vvg
the	the	at
pilot	pilot	nn1
drag	drag	vvi
the	the	at
plane	plane	nn1
from	from	ii
the	the	at
surf	surf	nn1
's	's	ge
edge	edge	nn1
,	,	y
General	general	nnb
Ike	ike	np1
wrenched	wrench	vvd
a	a	at1
knee	knee	nn1
.	.	y
<P>	<p>	null	
Last	last	md
week	week	nnt1
he	he	pphs1
still	still	rr
had	have	vhn@_vhd
a	a	at1
stiff	stiff	jj
leg	leg	nn1
but	but	ccb
,	,	y
contrary	contrary	ii21
to	to	ii22
rumors	rumor	nn2
,	,	y
was	be	vbdz
otherwise	otherwise	rr
fit	fit	vv0_jj
.	.	y
