@@160140	##	fo
Reported	report	vvd_vvn
an	an	at1
eyewitness	eyewitness	nn1
from	from	ii
the	the	at
Big	big	jj
Four	four	mc
conference	conference	nn1
room	room	nn1
:	:	y
"	"	"
Sometimes	sometimes	rt
the	the	at
boys	boy	nn2
waggle	waggle	vv0
a	a	at1
finger	finger	nn1
at	at	ii
each	each	ppx221
other	other	ppx222
,	,	y
but	but	ccb
they	they	pphs2
are	be	vbr
n't	n't	xx
pounding	pound	vvg@
any	any	dd
tables	table	nn2
.	.	y
"	"	"
<P>	<p>	null	
The	the	at
Foreign	foreign	jj
Ministers	minister	nn2
reached	reach	vvd_vvn
agreement	agreement	nn1
on	on	ii
some	some	dd
minor	minor	jj
Italian	italian	jj_nn1
treaty	treaty	nn1
matters	matter	nn2
(	(	y
sample	sample	nn1_vv0@
:	:	y
disposition	disposition	nn1
of	of	io
Italian	italian	jj
literary	literary	jj
rights	right	nn2
in	in	ii
allied	allied	jj
territory	territory	nn1
)	)	y
,	,	y
but	but	ccb
were	be	vbdr
still	still	rr
at	at	ii
odds	odds	nn2
on	on	ii
most	most	dat
major	major	jj
ones	one	nn2
.	.	y
The	the	at
Trieste	trieste	nn1_np1
issue	issue	nn1
was	be	vbdz
tabled	table	vvn
,	,	y
in	in	ii
the	the	at
hope	hope	nn1
that	that	cst
it	it	pph1
would	would	vm
be	be	vbi
resolved	resolve	vvn
by	by	ii
a	a	at1
last-minute	last-minute	jj
Yugoslav	yugoslav	jj
compromise	compromise	nn1
maneuver	maneuver	nn1
(	(	y
see	see	vv0
map	map	nn1
box	box	nn1
)	)	y
.	.	y
<P>	<p>	null	
The	the	at
most	most	rgt
significant	significant	jj
decision	decision	nn1
was	be	vbdz
procedural	procedural	jj
:	:	y
the	the	at
Ministers	minister	nn2
would	would	vm
set	set	vvi
aside	aside	rl
their	their	appge
disagreements	disagreement	nn2
on	on	ii
each	each	dd1
treaty	treaty	nn1
,	,	y
pass	pass	vv0_nn1
on	on	rp_ii21
to	to	ii_ii22
other	other	jj
treaties	treaty	nn2
and	and	cc
attempt	attempt	vv0_nn1
to	to	to@
work	work	vvi
out	out	rp
all	all	db_rr@
remaining	remaining	jj_vvg
disagreements	disagreement	nn2
later	later	rrr_jjr
.	.	y
Obviously	obviously	rr
,	,	y
this	this	dd1
process	process	nn1
gave	give	vvd
more	more	dar
latitude	latitude	nn1
for	for	if
horse-trading	horse-trading	nn1_jj
,	,	y
however	however	rgqv
remote	remote	jj
it	it	pph1
might	might	vm
be	be	vbi
from	from	ii
a	a	at1
peace	peace	nn1
based	base	vvn
on	on	ii
justice	justice	nn1
.	.	y
