@@261223	##	fo
When	when	rrq
will	will	vm
the	the	at
housing	housing	nn1
shortage	shortage	nn1
break	break	nn1_vv0
?	?	y
Last	last	md
week	week	nnt1
,	,	y
from	from	ii
the	the	at
Denver	denver	np1
convention	convention	nn1
of	of	io
the	the	at
National	national	jj
Association	association	nn1
of	of	io
Housing	house	vvg_nn1
Officials	official	nn2
,	,	y
came	come	vvd
an	an	at1
authoritative	authoritative	jj
guess	guess	nn1@_vv0
:	:	y
"	"	"
Barring	bar	vvg_ii
strikes	strike	nn2_vvz
this	this	dd1
winter	winter	nnt1
,	,	y
the	the	at
earliest	early	jjt
we	we	ppis2
can	can	vm
expect	expect	vvi
a	a	at1
break	break	nn1
is	be	vbz
the	the	at
middle	middle	nn1_jj
or	or	cc
late	late	jj
part	part	nn1
of	of	io
1947	1947	mc
..	...	...
.	.	y
.	.	y
No	no	at
early	early	jj
solution	solution	nn1
is	be	vbz
in	in	ii
sight	sight	nn1
.	.	y
"	"	"
