@@175505	##	fo
The	the	at
newest	new	jjt
addition	addition	nn1
to	to	ii
the	the	at
list	list	nn1
of	of	io
Republican	republican	jj@_nn1
presidential	presidential	jj
prospects	prospect	nn2
was	be	vbdz
Connecticut	connecticut	np1
's	's	ge
ex-governor	ex-governor	nn1_jj
and	and	cc
freshman	freshman	nn1
Senator	senator	nnb
Raymond	raymond	np1
E.	e.	np1
Baldwin	baldwin	np1
,	,	y
54	54	mc
.	.	y
In	in	ii
a	a	at1
letter	letter	nn1
to	to	ii
national	national	jj
committeemen	committeeman	nn2
last	last	md
week	week	nnt1
,	,	y
a	a	at1
Connecticut	connecticut	np1
colleague	colleague	nn1
urged	urge	vvd
Baldwin	baldwin	np1
's	's	ge
nomination	nomination	nn1
as	as	csa_ii@
"	"	"
a	a	at1
man	man	nn1
of	of	io
action	action	nn1
,	,	y
foresight	foresight	nn1
,	,	y
vigor	vigor	nn1
and	and	cc
vision	vision	nn1
.	.	y
"	"	"
Baldwin	baldwin	np1
made	make	vvd
his	his	appge
mark	mark	nn1
in	in	ii
Washington	washington	np1
by	by	ii
insisting	insist	vvg
on	on	ii_rp@
a	a	at1
louder	louder	jjr
voice	voice	nn1
for	for	if
newcomers	newcomer	nn2
in	in	ii
GOP	gop	np1_nn1
councils	council	nn2
.	.	y
With	with	iw
Connecticut	connecticut	np1
's	's	ge
19	19	mc
convention	convention	nn1
votes	vote	nn2
in	in	ii
his	his	appge
pocket	pocket	nn1
,	,	y
his	his	appge
influence	influence	nn1
was	be	vbdz
bound	bind	vvnk
to	to	to
be	be	vbi
stronger	strong	jjr
than	than	csn
ever	ever	rr
.	.	y
