@@158152	##	fo
To	to	ii
the	the	at
very	very	jj
end	end	nn1
of	of	io
the	the	at
bitter	bitter	jj
campaign	campaign	nn1
for	for	if
Leyte	leyte	np1_nn1
,	,	y
the	the	at
Japs	jap	nn2
kept	keep	vvn_vvd
at	at	ii
their	their	appge
old	old	jj
tricks	trick	nn2
.	.	y
The	the	at
jig	jig	nn1
was	be	vbdz
up	up	rp
,	,	y
but	but	ccb
still	still	rr
some	some	dd
of	of	io
them	them	ppho2
filtered	filter	vvd_vvn
into	into	ii
a	a	at1
regimental	regimental	jj
command	command	nn1
post	post	nn1
of	of	io
the	the	at
32nd	32nd	md
Division	division	nn1
on	on	ii
a	a	at1
foully	foully	rr_jj@
dark	dark	jj_nn1
night	night	nnt1
.	.	y
Their	their	appge
helmets	helmet	nn2
were	be	vbdr
daubed	daub	vvn@
with	with	iw
phosphorous	phosphorous	jj
paint	paint	nn1
for	for	if
identification	identification	nn1
.	.	y
But	but	ccb
in	in	ii
close-quarter	close-quarter	jj_mf
brawls	brawl	nn2_vvz
,	,	y
many	many	da2
helmets	helmet	nn2
were	be	vbdr
knocked	knock	vvn
off	off	rp
.	.	y
<P>	<p>	null	
Pint-sized	pint-sized	jj	
,	,	y
scrappy	scrappy	jj
Lieut	lieut	nn1
.	.	y
James	james	np1
Deloach	deloach	np1	
peered	peer	vvd
through	through	ii
the	the	at
forest	forest	nn1
gloom	gloom	nn1
at	at	ii
two	two	mc
men	man	nn2
locked	lock	vvn_vvd
in	in	ii
a	a	at1
murderous	murderous	jj
struggle	struggle	nn1
.	.	y
He	he	pphs1
saw	see	vvd
that	that	cst_dd1
one	one	pn1
had	have	vhd
a	a	at1
wire	wire	nn1
looped	loop	vvn
around	around	ii_rp
the	the	at
other	other	nn1@_jj
's	's	ge
neck	neck	nn1
,	,	y
and	and	cc
that	that	cst
the	the	at
man	man	nn1
being	be	vbg
strangled	strangle	vvn
was	be	vbdz
a	a	at1
Jap	jap	nn1
.	.	y
When	when	cs
the	the	at
job	job	nn1
was	be	vbdz
done	do	vdn
,	,	y
he	he	pphs1
nudged	nudge	vvd
the	the	at
killer	killer	nn1
and	and	cc
mumbled	mumble	vvd
approvingly	approvingly	rr
.	.	y
The	the	at
killer	killer	nn1
answered	answer	vvn_vvd
in	in	ii
Japanese	japanese	nn1_jj
.	.	y
Deloach	deloach	np1@_nn1	
shot	shoot	vvd
him	him	ppho1
.	.	y
