@@170611	##	fo
The	the	at
Supreme	supreme	jj
Court	court	nn1
this	this	dd1
week	week	nnt1
upheld	uphold	vvn
the	the	at
right	right	nn1
of	of	io
foremen	foreman	nn2
under	under	ii
the	the	at
Wagner	wagner	np1
Act	act	nn1_vv0@
to	to	to
organize	organize	vvi
for	for	if
collective	collective	jj_nn1
bargaining	bargaining	nn1
.	.	y
Said	say	vvd
Justice	justice	np1@
Jackson	jackson	np1
for	for	if
the	the	at
5-to-4	5-to-4	mc
majority	majority	nn1
:	:	y
though	though	cs
the	the	at
foremen	foreman	nn2
's	's	ge
interests	interest	nn2
lie	lie	vv0
with	with	iw
management	management	nn1
in	in	ii
maintaining	maintain	vvg
production	production	nn1
,	,	y
they	they	pphs2
may	may	vm
be	be	vbi
opposed	oppose	vvn
when	when	cs_rrq
it	it	pph1
comes	come	vvz
to	to	ii
fixing	fix	vvg_nn1_jj@
wages	wage	nn2
,	,	y
hours	hour	nnt2
and	and	cc
working	work	vvg_jj@
conditions	condition	nn2
.	.	y
Therefore	therefore	rr
,	,	y
foremen	foreman	nn2
must	must	vm
be	be	vbi
allowed	allow	vvn
"	"	"
collective	collective	jj_nn1
action	action	nn1
to	to	to
protect	protect	vvi
their	their	appge
collective	collective	jj_nn1
interests	interest	nn2
.	.	y
"	"	"
<P>	<p>	null	
Under	under	ii
this	this	dd1
decision	decision	nn1
,	,	y
snapped	snap	vvd
Justice	justice	np1@
Douglas	douglas	np1
in	in	ii
vigorous	vigorous	jj
dissent	dissent	nn1
,	,	y
"	"	"
if	if	cs
a	a	at1
union	union	nn1
of	of	io
vice	vice	jj_nn1
presidents	president	nn2
apply	apply	vv0
for	for	if
recognition	recognition	nn1
as	as	ii_csa
a	a	at1
collective	collective	jj_nn1
bargaining	bargaining	nn1
agency	agency	nn1
,	,	y
I	i	ppis1
do	do	vd0
not	not	xx
see	see	vvi
how	how	rrq
we	we	ppis2
could	could	vm
deny	deny	vvi
it	it	pph1
.	.	y
"	"	"
