@@226076	##	fo
Jimmy	jimmy	np1
Byrnes	byrnes	np2
read	read	vvd_vv0
a	a	at1
short	short	jj
statement	statement	nn1
:	:	y
"	"	"
This	this	dd1
is	be	vbz
a	a	at1
memorable	memorable	jj
day	day	nnt1
for	for	if
the	the	at
peace-loving	peace-loving	jj_nn1
peoples	people	nn2
of	of	io
all	all	db
nations	nation	nn2
.	.	y
"	"	"
A	a	at1
handful	handful	nn1
of	of	io
reporters	reporter	nn2
in	in	ii
the	the	at
State	state	nn1
Department	department	nn1
's	's	ge
press	press	nn1
room	room	nn1
took	take	vvd
cursory	cursory	jj
notes	note	nn2
.	.	y
Photographers	photographer	nn2
snapped	snap	vvd
a	a	at1
few	few	da2
pictures	picture	nn2
.	.	y
The	the	at
Secretary	secretary	nn1
of	of	io
State	state	nn1_np1@
signed	sign	vvd_vvn
a	a	at1
bulky	bulky	jj
,	,	y
historic	historic	jj
document	document	nn1
.	.	y
In	in	ii
two	two	mc
minutes	minute	nnt2
it	it	pph1
was	be	vbdz
all	all	rr
over	over	rp@_ii
,	,	y
and	and	cc
the	the	at
United	united	jj
Nations	nation	nn2
Organization	organization	nn1
was	be	vbdz
a	a	at1
legal	legal	jj
reality	reality	nn1
.	.	y
<P>	<p>	null	
All	all	db
of	of	io
the	the	at
Big	big	jj
Five	five	mc
,	,	y
and	and	cc
a	a	at1
majority	majority	nn1
(	(	y
24	24	mc
)	)	y
of	of	io
UNO	uno	np1
's	's	ge
46	46	mc
other	other	jj
members	member	nn2
,	,	y
had	have	vhd
to	to	to
ratify	ratify	vvi
the	the	at
San	san	np1
Francisco	francisco	np1
Charter	charter	nn1
to	to	to
put	put	vvi
it	it	pph1
into	into	ii
effect	effect	nn1
.	.	y
Two	two	mc
hours	hour	nnt2
before	before	ii_cs
the	the	at
ceremony	ceremony	nn1
in	in	ii
Washington	washington	np1
,	,	y
Russia	russia	np1
officially	officially	rr
said	say	vvd
yes	yes	uh
.	.	y
She	she	pphs1
was	be	vbdz
the	the	at
last	last	md
of	of	io
the	the	at
Big	big	jj
Five	five	mc
,	,	y
the	the	at
29th	29th	md
UNO	uno	np1
member	member	nn1
to	to	to
sign	sign	vvi
up	up	rp
.	.	y
