@@258779	##	fo
The	the	at
current	current	jj
stockmarket	stockmarket	nn1
boom	boom	nn1
has	have	vhz
furnished	furnish	vvn
a	a	at1
plushy	plushy	jj
cushion	cushion	nn1
for	for	if
seats	seat	nn2
on	on	ii
the	the	at
New	new	np1
York	york	np1
Stock	stock	nn1
Exchange	exchange	nn1
.	.	y
Last	last	md
week	week	nnt1
,	,	y
an	an	at1
exchange	exchange	nn1
membership	membership	nn1
sold	sell	vvn_vvd
for	for	if
$75,000	$75,000	nnu
,	,	y
up	up	rp
$3,000	$3,000	nnu
in	in	ii
three	three	mc
weeks	week	nnt2
.	.	y
The	the	at
price	price	nn1
of	of	io
seats	seat	nn2
has	have	vhz
almost	almost	rr
doubled	double	vvn
in	in	ii
a	a	at1
year	year	nnt1
,	,	y
is	be	vbz
now	now	rt
the	the	at
highest	high	jjt_rrt@
since	since	ii@_cs
November	november	npm1
1938	1938	mc
(	(	y
$85,000	$85,000	nnu
)	)	y
.	.	y
