@@169320	##	fo
Into	into	ii
last	last	md
week	week	nnt1
's	's	ge
chorus	chorus	nn1
of	of	io
heady	heady	jj
news	news	nn1
from	from	ii
Europe	europe	np1
and	and	cc
hopeful	hopeful	jj
words	word	nn2
from	from	ii
San	san	np1
Francisco	francisco	np1
came	come	vvd
a	a	at1
thin	thin	jj
,	,	y
somber	somber	jj
note	note	nn1
from	from	ii
U.S.	u.s.-	np1
public	public	nn1
opinion	opinion	nn1
.	.	y
It	it	pph1
came	come	vvd
from	from	ii
a	a	at1
cross-section	cross-section	nn1
of	of	io
adult	adult	nn1_jj@
civilians	civilian	nn2
buttonholed	buttonhole	vvd_vvn@
by	by	ii
the	the	at
University	university	nn1
of	of	io
Denver	denver	np1
's	's	ge
National	national	jj
Opinion	opinion	nn1
Research	research	nn1
Center	center	nn1
.	.	y
The	the	at
poll	poll	nn1
question	question	nn1
:	:	y
do	do	vd0
you	you	ppy
expect	expect	vvi
the	the	at
U.S.	u.s.-	np1
to	to	to
get	get	vvi
in	in	ii_rp@
another	another	dd1
war	war	nn1
within	within	ii
the	the	at
next	next	md
25	25	mc
years	year	nnt2
?	?	y
<P>	<p>	null	
Replied	reply	vvd_vvn@
36	36	mc
of	of	io
every	every	at1
100	100	mc
asked	ask	vvd
:	:	y
yes	yes	uh
.	.	y
Another	another	dd1
23%	23%	nnu
thought	think	vvd_nn1_vvn
there	there	ex_rl
would	would	vm
be	be	vbi
another	another	dd1
war	war	nn1
within	within	ii
50	50	mc
years	year	nnt2
.	.	y
Only	only	rr
20%	20%	nnu
felt	feel	vvn_vvd
in	in	ii_rp@
their	their	appge
bones	bone	nn2
that	that	cst_dd1
World	world	nn1
War	war	nn1
II	ii	mc
was	be	vbdz
the	the	at
last	last	md
.	.	y
