@@181787	##	fo
Does	do	vdz
prayer	prayer	nn1
bring	bring	vv0
tangible	tangible	jj
results	result	nn2
?	?	y
Last	last	md
week	week	nnt1
the	the	at
British	british	jj
Court	court	nn1
of	of	io
Appeals	appeal	nn2
doubted	doubt	vvd_vvn
it	it	pph1
.	.	y
A	a	at1
priory	priory	nn1
of	of	io
Carmelite	carmelite	jj_nn1
nuns	nun	nn2
had	have	vhd
claimed	claim	vvn
they	they	pphs2
were	be	vbdr
entitled	entitle	vvn
to	to	to
accept	accept	vvi
a	a	at1
$20,000	$20,000	nnu
trust	trust	nn1_vv0
fund	fund	nn1
left	leave	vvn_vvd
to	to	ii
them	them	ppho2
as	as	ii_csa
a	a	at1
"	"	"
charitable	charitable	jj
institution	institution	nn1
.	.	y
"	"	"
Their	their	appge
prayers	prayer	nn2
benefited	benefit	vvd_vvn
mankind	mankind	nn1
,	,	y
the	the	at
nuns	nun	nn2
argued	argue	vvd_vvn
.	.	y
Therefore	therefore	rr
,	,	y
they	they	pphs2
were	be	vbdr
dispensing	dispense	vvg
charity	charity	nn1
.	.	y
<P>	<p>	null	
The	the	at
court	court	nn1
thought	think	vvd_vvn_nn1
not	not	xx
.	.	y
Said	say	vvd
Lord	lord	nnb
Greene	greene	np1
,	,	y
denying	deny	vvg
the	the	at
appeal	appeal	nn1
:	:	y
"	"	"
This	this	dd1
conception	conception	nn1
appears	appear	vvz
.	.	y
.	.	y
.	.	y
unlike	unlike	jj_ii@
anything	anything	pn1
that	that	cst
has	have	vhz
been	be	vbn
considered	consider	vvn
in	in	ii
the	the	at
past	past	jj_nn1
to	to	to
be	be	vbi
a	a	at1
good	good	jj
charity	charity	nn1
,	,	y
and	and	cc
it	it	pph1
can	can	vm
not	not	xx
,	,	y
in	in	ii
my	my	appge
opinion	opinion	nn1
,	,	y
be	be	vbi
justified	justify	vvn
by	by	ii
any	any	dd
known	know	jj@
principles	principle	nn2
.	.	y
"	"	"
