@@159547	##	fo
The	the	at
frothing	frothing	jj@_nn1@
sea	sea	nn1
235	235	mc
miles	mile	nnu2
south	south	nd1
of	of	io
Tokyo	tokyo	np1
Bay	bay	nn1
,	,	y
agitated	agitate	vvn
by	by	ii
hot	hot	jj
lava	lava	nn1
and	and	cc
fuming	fume	vvg
with	with	iw
sulfurous	sulfurous	jj
steam	steam	nn1
,	,	y
spewed	spew	vvd
out	out	rp
a	a	at1
new	new	jj
10-acre	10-acre	nnu1_jj
volcanic	volcanic	jj
island	island	nn1
which	which	ddq
most	most	dat
likely	likely	jj
will	will	vm_nn1@
soon	soon	rr
sink	sink	vvi
slowly	slowly	rr
back	back	rp
into	into	ii
the	the	at
sea	sea	nn1
.	.	y
One	one	mc1
Japanese	japanese	jj_nn1
scientist	scientist	nn1
suggested	suggest	vvd_vvn
a	a	at1
name	name	nn1
:	:	y
"	"	"
MacArthur	macarthur	np1
Island	island	nnl1
.	.	y
"	"	"
"	"	"
It	it	pph1
is	be	vbz
most	most	rgt
spectacular	spectacular	jj
,	,	y
it	it	pph1
is	be	vbz
creating	create	vvg
great	great	jj
excitement	excitement	nn1
,	,	y
but	but	ccb
in	in	ii
another	another	dd1
year	year	nnt1
or	or	cc
two	two	mc
it	it	pph1
will	will	vm
be	be	vbi
gone	go	vvn
.	.	y
"	"	"
