@@303887	##	fo
The	the	at
American	american	jj
Bankers	banker	nn2
Association	association	nn1
,	,	y
which	which	ddq
has	have	vhz
met	meet	vvn
every	every	at1
year	year	nnt1
since	since	ii
1874	1874	mc
,	,	y
canceled	cancel	vvd
its	its	appge
1942	1942	mc
convention	convention	nn1
last	last	md
week	week	nnt1
,	,	y
at	at	ii
the	the	at
Government	government	nn1
's	's	ge
request	request	nn1
.	.	y
Other	other	jj
big	big	jj
groups	group	nn2
will	will	vm
follow	follow	vvi
suit	suit	nn1
.	.	y
Hotelmen	hotelmen	nn2_np1@	
,	,	y
chambers	chambers	nn2
of	of	io
commerce	commerce	nn1
,	,	y
merchants	merchant	nn2
and	and	cc
convention	convention	nn1
bureaus	bureau	nn2
in	in	ii
38	38	mc
U.S.	u.s.-	np1
cities	city	nn2
gloomed	gloom	vvd
that	that	cst
the	the	at
half-billion-dollar	half-billion-dollar	nnu1_jj
annual	annual	jj
convention	convention	nn1
"	"	"
industry	industry	nn1
"	"	"
is	be	vbz
all	all	rr@_db
washed	wash	vvn_vvd
up	up	ii21_rp
until	until	ii22_ii
the	the	at
war	war	nn1
is	be	vbz
won	win	vvn
.	.	y
<P>	<p>	null	
Transportation	transportation	nn1
is	be	vbz
the	the	at
big	big	jj
trouble	trouble	nn1
.	.	y
Conventions	convention	nn2
create	create	vv0
peak	peak	nn1
loads	load	nn2
,	,	y
make	make	vv0
the	the	at
use	use	nn1
of	of	io
additional	additional	jj
equipment	equipment	nn1
necessary	necessary	jj
.	.	y
Hence	hence	rr
the	the	at
Office	office	nn1
of	of	io
Defense	defense	nn1
Transportation	transportation	nn1
wants	want	vvz
all	all	db
conventions	convention	nn2
called	call	vvn_vvd@
off	off	rp
except	except	ii_cs
those	those	dd2
"	"	"
closely	closely	rr
related	relate	vvn_vvd
to	to	ii
the	the	at
war	war	nn1
effort	effort	nn1
,	,	y
"	"	"
wants	want	vvz
even	even	rr
those	those	dd2
"	"	"
skeletonized	skeletonized	vvd_vvn@_jj@	
.	.	y
"	"	"
<P>	<p>	null	
Before	before	cs_ii
the	the	at
ODT	odt	nn1_np1	
ban	ban	nn1_vv0
,	,	y
2,300	2,300	mc
national	national	jj
and	and	cc
6,500	6,500	mc
regional	regional	jj
conventions	convention	nn2
had	have	vhd
been	be	vbn
scheduled	schedule	vvn
for	for	if
this	this	dd1
year	year	nnt1
.	.	y
