@@171113	##	fo
The	the	at
last	last	md
Japanese	japanese	nn1
was	be	vbdz
captured	capture	vvn
on	on	ii
Guadalcanal	guadalcanal	np1_jj
last	last	md
week	week	nnt1
.	.	y
He	he	pphs1
had	have	vhd
been	be	vbn
captured	capture	vvn
twice	twice	rr
before	before	rt
,	,	y
had	have	vhd
twice	twice	rr
escaped	escape	vvn
.	.	y
This	this	dd1
time	time	nnt1
he	he	pphs1
was	be	vbdz
ambushed	ambush	vvn
by	by	ii
native	native	jj
constabulary	constabulary	nn1_jj
after	after	ii
having	have	vhg
been	be	vbn
18	18	mc
months	month	nnt2
in	in	ii
the	the	at
jungle	jungle	nn1
.	.	y
Though	though	cs
his	his	appge
uniform	uniform	nn1
was	be	vbdz
in	in	ii
shreds	shred	nn2
,	,	y
his	his	appge
feet	foot	nn2
wrapped	wrap	vvn_vvd
in	in	ii
filthy	filthy	jj
rags	rag	nn2
,	,	y
he	he	pphs1
had	have	vhd
not	not	xx
forgotten	forget	vvn
his	his	appge
manners	manner	nn2
.	.	y
He	he	pphs1
submitted	submit	vvd
with	with	iw
a	a	at1
reverent	reverent	jj
bow	bow	nn1
to	to	ii
the	the	at
British	british	jj
commandant	commandant	nn1
.	.	y
