@@257375	##	fo
Colonel	colonel	nnb
William	william	np1
C.	c.-a	np1
Lee	lee	np1
,	,	y
commander	commander	nn1
of	of	io
Fort	fort	np1
Benning	benning	np1
's	's	ge
Provisional	provisional	jj
Parachute	parachute	nn1
Group	group	nn1
,	,	y
was	be	vbdz
puzzled	puzzled	jj_vvn%
when	when	cs_rrq
he	he	pphs1
found	find	vvd
five	five	mc
of	of	io
his	his	appge
hard-bitten	hard-bitten	jj_nn1
parachute	parachute	nn1
soldiers	soldier	nn2
begging	beg	vvg
for	for	if
a	a	at1
ride	ride	nn1
in	in	ii
an	an	at1
Army	army	nn1
airplane	airplane	nn1
.	.	y
He	he	pphs1
questioned	question	vvd
the	the	at
paratroopers	paratrooper	nn2
,	,	y
found	find	vvd_vvn
that	that	cst_dd1
for	for	if
all	all	db
their	their	appge
flights	flight	nn2
they	they	pphs2
had	have	vhd
never	never	rr
been	be	vbn
in	in	ii
an	an	at1
airplane	airplane	nn1
when	when	cs_rrq
it	it	pph1
was	be	vbdz
landed	land	vvn_jj
.	.	y
They	they	pphs2
wanted	want	vvd
to	to	to
see	see	vvi
what	what	ddq
it	it	pph1
was	be	vbdz
like	like	jj@_rr%
to	to	to
come	come	vvi
down	down	rp
on	on	ii
the	the	at
cushions	cushion	nn2
instead	instead	ii21_cs21%
of	of	ii22_cs22
on	on	ii
their	their	appge
shanks	shank	nn2
.	.	y
