@@172919	##	fo
On	on	ii
the	the	at
third	third	md
Christmas	christmas	nnt1
of	of	io
his	his	appge
reign	reign	nn1
,	,	y
Pope	pope	nnb
Pius	piu	np1
XII	xii	mc
for	for	if
the	the	at
third	third	md
time	time	nnt1
out	out	rp
lined	line	jj_vvn
in	in	ii
a	a	at1
worldwide	worldwide	jj
Christmas	christmas	nnt1
broadcast	broadcast	nn1_vvn_vv0
five	five	mc
essential	essential	jj
points	point	nn2
for	for	if
a	a	at1
just	just	jj@_rr
and	and	cc
durable	durable	jj
peace	peace	nn1
.	.	y
Somber	somber	jj
and	and	cc
pessimistic	pessimistic	jj
in	in	ii
the	the	at
face	face	nn1
of	of	io
the	the	at
steadily	steadily	rr
growing	grow	jj_vvg
conflict	conflict	nn1
,	,	y
he	he	pphs1
proclaimed	proclaim	vvd@
that	that	cst
there	there	ex
must	must	vm
be	be	vbi
"	"	"
no	no	at
place	place	nn1
for	for	if
"	"	"
1	1	mc1
)	)	y
any	any	dd
kind	kind	nn1
of	of	io
aggression	aggression	nn1
;	;	y
2	2	mc
)	)	y
oppression	oppression	nn1
of	of	io
minorities	minority	nnu_nn2
;	;	y
3	3	mc
)	)	y
any	any	dd
monopoly	monopoly	nn1
of	of	io
economic	economic	jj
resources	resource	nn2
or	or	cc
raw	raw	jj
materials	material	nn2
;	;	y
4	4	mc
)	)	y
total	total	jj_nn1
war	war	nn1
or	or	cc
armament	armament	nn1
races	race	nn2
;	;	y
5	5	mc
)	)	y
persecution	persecution	nn1
of	of	io
religion	religion	nn1
.	.	y
