@@174712	##	fo
In	in	ii
Midland	midland	np1
Park	park	nn1
,	,	y
N.J.	n.j.	np1
,	,	y
Pfc	pfc	np1
.	.	y
Wilson	wilson	np1
Ackerman	ackerman	np1
's	's	ge
parents	parent	nn2
got	get	vvd_vvn
a	a	at1
letter	letter	nn1
from	from	ii
their	their	appge
son	son	nn1
,	,	y
with	with	iw
some	some	dd
news	news	nn1
and	and	cc
a	a	at1
request	request	nn1
:	:	y
he	he	pphs1
had	have	vhd
landed	land	vvn
with	with	iw
the	the	at
6th	6th	md
Marine	marine	jj
Division	division	nn1
on	on	ii
a	a	at1
Pacific	pacific	np1
island	island	nn1
named	name	vvd
Okinawa	okinawa	np1
;	;	y
if	if	cs
the	the	at
newspapers	newspaper	nn2
carried	carry	vvd_vvn
anything	anything	pn1
about	about	ii
it	it	pph1
,	,	y
would	would	vm
they	they	pphs2
send	send	vvi
him	him	ppho1
the	the	at
clipping	clipping	nn1
?	?	y
