@@176314	##	fo
Last	last	md
week	week	nnt1
London	london	np1
's	's	ge
Marriage	marriage	nn1
Guidance	guidance	nn1
Clinic	clinic	nn1
presented	present	vvn_vvd
to	to	ii
the	the	at
International	international	jj
Congress	congress	nn1
on	on	ii
Mental	mental	jj
Health	health	nn1
(	(	y
see	see	vv0
above	above	rl
)	)	y
,	,	y
a	a	at1
"	"	"
little	little	jj
Kinsey	kinsey	nn1@_np1
Report	report	nn1
"	"	"
based	base	vvn
on	on	ii
a	a	at1
study	study	nn1
of	of	io
1,000	1,000	mc
married	married	jj
couples	couple	nn2
.	.	y
Some	some	dd
of	of	io
the	the	at
findings	finding	nn2
:	:	y
more	more	dar
than	than	csn
half	half	db
had	have	vhd_vhn@
"	"	"
basic	basic	jj
sex	sex	nn1
problems	problem	nn2
"	"	"
;	;	y
one-fourth	one-fourth	mf
showed	show	vvd
"	"	"
gross	gross	jj
sex	sex	nn1
ignorance	ignorance	nn1
"	"	"
;	;	y
only	only	rr
25	25	mc
had	have	vhd
read	read	vvn
a	a	at1
book	book	nn1
of	of	io
sexual	sexual	jj
instruction	instruction	nn1
;	;	y
almost	almost	rr
one-third	one-third	mf
of	of	io
the	the	at
wives	wife	nn2
were	be	vbdr
unsatisfied	unsatisfied	jj
sexually	sexually	rr
.	.	y
