@@170411	##	fo
The	the	at
ideal	ideal	nn1@_jj
was	be	vbdz
old	old	jj
and	and	cc
not	not	xx
yet	yet	rr
realized	realize	vvn
but	but	ccb
still	still	rr
good	good	jj
:	:	y
Christendom	christendom	nn1
united	unite	vvn_vvd
for	for	if
the	the	at
cause	cause	nn1
of	of	io
Christian	christian	jj
peace	peace	nn1
.	.	y
Now	now	rt
it	it	pph1
was	be	vbdz
raised	raise	vvn
once	once	rr21
more	more	rr22
.	.	y
Last	last	md
month	month	nnt1
Pope	pope	nnb
Pius	piu	np1
urged	urge	vvd
Christian	christian	jj
principles	principle	nn2
upon	upon	ii
the	the	at
peacemakers	peacemaker	nn2
Last	last	md
week	week	nnt1
Protestant	protestant	nn1_jj
leaders	leader	nn2
of	of	io
eight	eight	mc
nations	nation	nn2
,	,	y
in	in	ii
London	london	np1
for	for	if
a	a	at1
four-day	four-day	jj
meeting	meeting	nn1
of	of	io
the	the	at
World	world	nn1
Council	council	nn1
of	of	io
Churches	church	nn2
,	,	y
reiterated	reiterate	vvd
the	the	at
word	word	nn1
from	from	ii
Rome	rome	np1
,	,	y
called	call	vvn
for	for	if
a	a	at1
joining	join	nn1@
of	of	io
Protestant	protestant	nn1_jj
and	and	cc
Catholic	catholic	jj_nn1
hands	hand	nn2
to	to	to
let	let	vvi
statesmen	statesman	nn2
know	know	vvi
the	the	at
strength	strength	nn1
and	and	cc
power	power	nn1
of	of	io
the	the	at
Christian	christian	jj
faith	faith	nn1
.	.	y
<P>	<p>	null	
Said	say	vvd
Dean	dean	np1
Frederick	frederick	np1
Nolde	nolde	nn1_np1	
of	of	io
Philadelphia	philadelphia	np1
's	's	ge
Mount	mount	nnl1
Airy	airy	jj
Lutheran	lutheran	jj
Theological	theological	jj
Seminary	seminary	nn1
,	,	y
to	to	to
explain	explain	vvi
the	the	at
vital	vital	jj
need	need	nn1
for	for	if
such	such	da
unprecedented	unprecedented	jj
cooperation	cooperation	nn1
:	:	y
"	"	"
Christians	christian	nn2
are	be	vbr
a	a	at1
minority	minority	nn1
in	in	ii
the	the	at
world	world	nn1
.	.	y
If	if	cs
they	they	pphs2
do	do	vd0
not	not	xx
become	become	vvi
organized	organize	vvn_jj@
,	,	y
their	their	appge
voices	voice	nn2
will	will	vm
not	not	xx
be	be	vbi
heard	hear	vvn
in	in	ii
the	the	at
councils	council	nn2
of	of	io
the	the	at
world	world	nn1
and	and	cc
they	they	pphs2
will	will	vm
have	have	vhi
no	no	at
effect	effect	nn1
.	.	y
"	"	"
