@@177403	##	fo
The	the	at
slump	slump	nn1
in	in	ii
used-car	used-car	jj_nn1
sales	sales	nn
and	and	cc
the	the	at
high	high	jj
price	price	nn1
of	of	io
new	new	jj
cars	car	nn2
brought	bring	vvd_vvn
spring	spring	nn1
rumors	rumor	nn2
that	that	cst
the	the	at
big	big	jj
motormakers	motormakers	nn2	
would	would	vm
soon	soon	rr
bring	bring	vvi
out	out	rp
light	light	jj_nn1
cars	car	nn2
priced	price	vvn
at	at	ii
about	about	rg
$1,000	$1,000	nnu
.	.	y
Last	last	md
week	week	nnt1
young	young	jj
Henry	henry	np1
Ford	ford	np1
II	ii	mc
followed	follow	vvd_vvn
General	general	jj_nn1
Motors	motor	nn2
in	in	ii
scotching	scotch	vvg
the	the	at
rumor	rumor	nn1
.	.	y
Ford	ford	np1_nn1
is	be	vbz
not	not	xx
considering	consider	vvg_cs_ii
such	such	da
a	a	at1
car	car	nn1
,	,	y
he	he	pphs1
said	say	vvd
,	,	y
because	because	cs
motorists	motorist	nn2
"	"	"
want	want	vv0
the	the	at
best	best	rrt_jjt
they	they	pphs2
can	can	vm
get	get	vvi
for	for	if
their	their	appge
money	money	nn1
and	and	cc
are	be	vbr
too	too	rg
accustomed	accustomed	jj
to	to	ii
the	the	at
convenience	convenience	nn1
and	and	cc
ease	ease	nn1_vv0
offered	offer	vvn
by	by	ii
standard-size	standard-size	jj
cars	car	nn2
.	.	y
"	"	"
The	the	at
average	average	jj_nn1
length	length	nn1
of	of	io
motor	motor	nn1
trips	trip	nn2_vvz
is	be	vbz
almost	almost	rr
twice	twice	rr
what	what	ddq
it	it	pph1
was	be	vbdz
prewar	prewar	jj
,	,	y
said	say	vvd
Ford	ford	np1
,	,	y
and	and	cc
the	the	at
public	public	nn1
is	be	vbz
all	all	db_rr@
in	in	ii31
favor	favor	ii32
of	of	ii33
the	the	at
bigger	big	jjr
luggage	luggage	nn1
space	space	nn1
in	in	ii
the	the	at
postwar	postwar	jj
cars	car	nn2
.	.	y
"	"	"
Such	such	da
improvements	improvement	nn2
,	,	y
"	"	"
he	he	pphs1
said	say	vvd
,	,	y
"	"	"
certainly	certainly	rr
can	can	vm
not	not	xx
be	be	vbi
made	make	vvn
by	by	ii
materially	materially	rr
reducing	reduce	vvg
the	the	at
size	size	nn1
of	of	io
the	the	at
car	car	nn1
.	.	y
"	"	"
