@@156451	##	fo
Though	though	cs
Vichy	vichy	np1
might	might	vm
not	not	xx
go	go	vvi
to	to	ii
war	war	nn1
for	for	if
Adolf	adolf	np1
Hitler	hitler	np1
,	,	y
it	it	pph1
did	do	vdd
the	the	at
next	next	md
best	best	jjt
thing	thing	nn1
for	for	if
him	him	ppho1
.	.	y
Last	last	md
week	week	nnt1
it	it	pph1
passed	pass	vvd
sweeping	sweeping	jj
new	new	jj
laws	law	nn2
obliging	oblige	vvg@
all	all	db
Frenchmen	frenchman	nn2
between	between	ii
18	18	mc
and	and	cc
50	50	mc
and	and	cc
all	all	db_rr@
unmarried	unmarried	jj
Frenchwomen	frenchwomen	nn2
between	between	ii
20	20	mc
and	and	cc
35	35	mc
to	to	to@_ii
work	work	vvi_nn1
at	at	ii
any	any	dd
job	job	nn1
the	the	at
Government	government	nn1
might	might	vm
name	name	vvi
.	.	y
This	this	dd1
wording	wording	nn1
fooled	fool	vvd_vvn
nobody	nobody	pn1
.	.	y
Germany	germany	np1
desperately	desperately	rr
needs	need	vvz
workers	worker	nn2
.	.	y
Last	last	md
June	june	npm1
Hitler	hitler	np1
had	have	vhd
offered	offer	vvn
the	the	at
release	release	nn1
of	of	io
1,500,000	1,500,000	mc
French	french	jj
war	war	nn1
prisoners	prisoner	nn2
as	as	csa_ii@
bait	bait	nn1
to	to	ii
French	french	jj_nn1
labor	labor	nn1
.	.	y
But	but	ccb
only	only	rr
a	a	at1
few	few	da2
thousand	thousand	m
workers	worker	nn2
had	have	vhd
been	be	vbn
willing	willing	jj
to	to	to
cross	cross	vvi
into	into	ii
Germany	germany	np1
.	.	y
Now	now	rt
Hitler	hitler	np1
had	have	vhd
forced	force	vvn
Vichy	vichy	np1
to	to	to
force	force	vvi
Frenchmen	frenchman	nn2
to	to	to
cross	cross	vvi
.	.	y
