@@257480	##	fo
While	while	cs
millions	millions	m
of	of	io
U.S.	u.s.-	np1
newspaper	newspaper	nn1
readers	reader	nn2
cheered	cheer	vvd_vvn
,	,	y
a	a	at1
comic-strip	comic-strip	jj_nn1
character	character	nn1
had	have	vhd
his	his	appge
21st	21st	md
birthday	birthday	nn1
last	last	md
week	week	nnt1
.	.	y
He	he	pphs1
was	be	vbdz
Skeezix	skeezix	np1	
Wallet	wallet	np1_nn1
,	,	y
star	star	nn1
of	of	io
Frank	frank	np1_jj@
King	king	np1@_nn1
's	's	ge
saga	saga	nn1
of	of	io
homey	homey	nn1
,	,	y
U.S.	u.s.-	np1
middle-class	middle-class	jj
life	life	nn1
,	,	y
Gasoline	gasoline	nn1
Alley	alley	nn1
.	.	y
Unlike	unlike	jj_ii@
most	most	rgt_dat
other	other	jj
comic-strip	comic-strip	jj_nn1
characters	character	nn2
,	,	y
Skeezix	skeezix	np1_nn1
has	have	vhz
grown	grow	vvn
every	every	at1
day	day	nnt1
since	since	cs_ii@
a	a	at1
flabbergasted	flabbergasted	jj
Uncle	uncle	nnb
Walt	walt	np1
found	find	vvd
him	him	ppho1
on	on	ii
the	the	at
doorstep	doorstep	nn1
of	of	io
his	his	appge
home	home	nn1
.	.	y
At	at	ii
Springfield	springfield	np1
's	's	ge
Illinois	illinois	np1
State	state	nn1
Museum	museum	nn1
,	,	y
Skeezix	skeezix	np1	
's	's	ge
birthday	birthday	nn1
was	be	vbdz
celebrated	celebrate	vvn
with	with	iw
an	an	at1
exhibition	exhibition	nn1
of	of	io
Cartoonist	cartoonist	jj_nn1
King	king	nn1
's	's	ge
original	original	jj
Skeezix	skeezix	nn1	
drawings	drawing	nn2
.	.	y
They	they	pphs2
showed	show	vvd
that	that	cst_dd1
,	,	y
in	in	ii
the	the	at
course	course	nn1
of	of	io
some	some	dd
34,000	34,000	mc
pictures	picture	nn2
of	of	io
Skeezix	skeezix	np1_nn1
,	,	y
Cartoonist	cartoonist	jj_nn1
King	king	nn1
's	's	ge
draughtsmanship	draughtsmanship	nn1
had	have	vhd
grown	grow	vvn
almost	almost	rr
as	as	rg
much	much	da1
as	as	csa
Skeezix	skeezix	np1_nn1
himself	himself	ppx1
.	.	y
